,date_mutation,valeur_fonciere,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,code_postal,prixm2
0,29/06/2022,740000,Appartement,76,3,2.2578735,48.8394147,16,9736.842105263158
1,28/06/2022,598000,Appartement,54,2,2.2608715,48.8385148,16,11074.074074074075
2,28/06/2022,620874,Appartement,85,3,2.2579945,48.8379448,16,7304.4
3,23/06/2022,230000,Appartement,30,2,2.2605676,48.8384705,16,7666.666666666667
4,17/06/2022,1380000,Appartement,141,5,2.2569155,48.8391257,16,9787.234042553191
5,10/06/2022,188000,Appartement,14,1,2.2578735,48.8394147,16,13428.57142857143
6,10/06/2022,1405038,Appartement,100,3,2.2608715,48.8385148,16,14050.38
7,10/06/2022,550000,Appartement,48,3,2.2614024,48.8394882,16,11458.333333333334
8,08/06/2022,265000,Appartement,20,1,2.2608304,48.8375127,16,13250.0
9,23/05/2022,238000,Appartement,30,1,2.2609373,48.8375897,16,7933.333333333333
10,20/05/2022,470000,Appartement,48,2,2.2586863,48.8385168,16,9791.666666666666
11,30/06/2022,1018850,Appartement,83,3,2.2588795,48.8417169,16,12275.301204819278
12,30/06/2022,663461,Appartement,71,3,2.2563405,48.8433937,16,9344.521126760563
13,27/06/2022,645000,Appartement,69,3,2.2581757,48.843822,16,9347.826086956522
14,24/06/2022,135000,Appartement,9,1,2.2591363,48.843574,16,15000.0
15,21/06/2022,2700000,Maison,175,7,2.2582841,48.8408172,16,15428.57142857143
16,13/06/2022,1337930,Appartement,81,3,2.2573448,48.8445021,16,16517.654320987655
18,07/06/2022,434000,Appartement,46,2,2.2611735,48.8398435,16,9434.782608695652
19,03/06/2022,425000,Appartement,52,2,2.2590235,48.8405378,16,8173.076923076923
20,02/06/2022,522000,Appartement,53,3,2.2572543,48.842339,16,9849.056603773584
21,31/05/2022,750000,Appartement,46,3,2.2602692,48.840636,16,16304.347826086956
23,25/05/2022,1244700,Maison,77,5,2.2607589,48.8406473,16,16164.935064935065
24,25/05/2022,1000000,Appartement,93,4,2.2573857,48.8428126,16,10752.68817204301
25,25/05/2022,1275000,Appartement,130,5,2.2584613,48.8406248,16,9807.692307692309
26,24/05/2022,470000,Appartement,46,2,2.2569267,48.84029,16,10217.391304347826
27,24/05/2022,779300,Appartement,82,4,2.2588692,48.8428277,16,9503.658536585366
28,23/05/2022,330580,Appartement,39,3,2.2573423,48.8425222,16,8476.410256410256
29,19/05/2022,200000,Appartement,22,2,2.2603252,48.8373487,16,9090.90909090909
30,16/05/2022,795000,Appartement,93,4,2.256437,48.8406271,16,8548.387096774193
31,16/05/2022,618120,Appartement,56,2,2.2586279,48.8427628,16,11037.857142857143
32,13/05/2022,740980,Appartement,69,3,2.2573423,48.8425222,16,10738.840579710144
33,12/05/2022,472500,Appartement,48,1,2.2573857,48.8428126,16,9843.75
34,30/06/2022,1157100,Appartement,95,4,2.2603824,48.8474293,16,12180.0
35,28/06/2022,1400000,Appartement,127,4,2.260963,48.8483839,16,11023.622047244095
36,28/06/2022,413000,Appartement,48,2,2.2605088,48.8455446,16,8604.166666666666
37,23/06/2022,355000,Appartement,40,1,2.2598299,48.845388,16,8875.0
38,22/06/2022,575000,Appartement,49,2,2.2586983,48.8471382,16,11734.69387755102
39,10/06/2022,415000,Appartement,46,2,2.2611025,48.8451693,16,9021.739130434782
40,09/06/2022,704000,Appartement,57,3,2.2591933,48.84584,16,12350.877192982456
41,09/06/2022,890700,Appartement,78,3,2.259344,48.8469893,16,11419.23076923077
42,08/06/2022,750000,Appartement,75,3,2.2586481,48.8496547,16,10000.0
43,07/06/2022,570000,Appartement,52,2,2.2595562,48.8464296,16,10961.538461538461
44,07/06/2022,323150,Appartement,36,1,2.2608501,48.845176,16,8976.388888888889
45,03/06/2022,1259000,Appartement,91,4,2.2591166,48.8488408,16,13835.164835164835
46,30/05/2022,832500,Appartement,85,3,2.2588529,48.845716,16,9794.117647058823
47,24/05/2022,110000,Appartement,10,1,2.2591166,48.8488408,16,11000.0
48,13/05/2022,803350,Appartement,82,3,2.2578222,48.8452572,16,9796.951219512195
49,11/05/2022,1200000,Appartement,116,5,2.2598268,48.8429017,16,10344.827586206897
50,10/05/2022,1590000,Appartement,145,5,2.2603391,48.841485,16,10965.51724137931
51,10/05/2022,646000,Appartement,68,3,2.2564351,48.8435784,16,9500.0
53,03/05/2022,884068,Appartement,81,3,2.2583483,48.8448786,16,10914.41975308642
54,28/04/2022,797780,Appartement,91,4,2.2573423,48.8425222,16,8766.813186813188
55,27/04/2022,205000,Appartement,15,1,2.2604899,48.842659,16,13666.666666666666
56,21/06/2022,936600,Appartement,87,2,2.2606315,48.8506247,16,10765.51724137931
57,07/06/2022,770000,Appartement,71,3,2.260296,48.8519176,16,10845.070422535211
59,01/06/2022,950600,Appartement,92,4,2.2612507,48.8515642,16,10332.608695652174
60,30/05/2022,350000,Appartement,40,1,2.2592799,48.8501818,16,8750.0
61,02/05/2022,725000,Appartement,57,2,2.2603902,48.8512258,16,12719.298245614034
62,19/04/2022,926000,Appartement,68,2,2.2612507,48.8515642,16,13617.64705882353
63,15/04/2022,1297000,Appartement,88,3,2.2606315,48.8506247,16,14738.636363636364
64,15/04/2022,766000,Appartement,72,4,2.2594852,48.8461133,16,10638.888888888889
65,14/04/2022,1287470,Appartement,121,5,2.2594852,48.8461133,16,10640.247933884297
66,13/04/2022,1500000,Appartement,124,5,2.2609362,48.8458419,16,12096.774193548386
67,07/04/2022,105000,Appartement,13,1,2.2593644,48.8503181,16,8076.923076923077
68,06/04/2022,108460,Appartement,11,1,2.2598351,48.8503653,16,9860.0
69,31/03/2022,191500,Appartement,15,1,2.2595562,48.8464296,16,12766.666666666666
70,31/03/2022,940000,Appartement,93,4,2.2592714,48.8468634,16,10107.52688172043
71,24/03/2022,700700,Appartement,88,4,2.2589021,48.8501269,16,7962.5
72,24/03/2022,615800,Appartement,57,2,2.2601153,48.8505781,16,10803.508771929824
73,21/03/2022,1457000,Appartement,110,5,2.261359,48.8467509,16,13245.454545454546
74,11/03/2022,170000,Appartement,17,1,2.259721,48.8514036,16,10000.0
75,07/03/2022,1569013,Appartement,88,3,2.2612507,48.8515642,16,17829.69318181818
76,03/03/2022,1075000,Appartement,101,3,2.2582907,48.8457968,16,10643.564356435643
77,22/02/2022,1240000,Appartement,95,4,2.2609226,48.8510804,16,13052.631578947368
78,21/02/2022,188073,Appartement,16,1,2.2611163,48.8513842,16,11754.5625
79,31/01/2022,1663125,Appartement,156,4,2.260511,48.850437,16,10661.057692307691
82,20/01/2022,1300000,Appartement,93,2,2.2606315,48.8506247,16,13978.494623655914
83,15/01/2022,1284300,Appartement,89,4,2.2600029,48.8518406,16,14430.337078651686
84,14/01/2022,560000,Appartement,57,2,2.2592799,48.8501818,16,9824.561403508771
85,10/01/2022,210000,Appartement,23,1,2.2592799,48.8501818,16,9130.434782608696
86,06/01/2022,825700,Appartement,80,4,2.2584932,48.8464889,16,10321.25
87,15/12/2021,1700000,Appartement,156,4,2.260511,48.850437,16,10897.435897435897
88,15/12/2021,1460800,Appartement,107,4,2.2608213,48.8509186,16,13652.336448598131
89,15/12/2021,445000,Appartement,39,2,2.2603824,48.8474293,16,11410.25641025641
90,09/12/2021,1600850,Appartement,145,4,2.2609226,48.8510804,16,11040.344827586207
91,08/12/2021,1203820,Appartement,91,4,2.2612507,48.8515642,16,13228.791208791208
92,02/12/2021,567700,Appartement,47,2,2.2603824,48.8474293,16,12078.72340425532
93,01/12/2021,245000,Appartement,20,1,2.2611082,48.8485409,16,12250.0
94,15/11/2021,1300000,Appartement,104,4,2.2608213,48.8509186,16,12500.0
96,29/10/2021,623850,Appartement,57,2,2.2617241,48.8530814,16,10944.736842105263
97,22/10/2021,955900,Appartement,83,3,2.2606315,48.8506247,16,11516.867469879518
98,06/10/2021,250000,Appartement,23,1,2.2607886,48.8524619,16,10869.565217391304
99,05/10/2021,700000,Appartement,57,2,2.2601153,48.8505781,16,12280.701754385966
100,20/09/2021,120000,Appartement,11,1,2.2599356,48.851174,16,10909.09090909091
101,17/09/2021,111700,Appartement,10,1,2.2609226,48.8510804,16,11170.0
102,15/09/2021,900000,Appartement,88,3,2.2606315,48.8506247,16,10227.272727272728
103,31/08/2021,1713500,Appartement,133,4,2.2606315,48.8506247,16,12883.458646616542
104,29/07/2021,900000,Appartement,74,3,2.2603902,48.8512258,16,12162.162162162162
105,24/06/2021,100000,Appartement,11,1,2.259721,48.8514036,16,9090.90909090909
106,21/06/2021,1009850,Appartement,95,3,2.2613412,48.8517201,16,10630.0
107,14/06/2021,1275000,Appartement,117,5,2.2599356,48.851174,16,10897.435897435897
108,27/05/2021,520000,Appartement,57,2,2.2617241,48.8530814,16,9122.807017543859
109,17/05/2021,145000,Appartement,11,1,2.2605776,48.8527343,16,13181.818181818182
110,11/05/2021,140000,Appartement,13,1,2.2599356,48.851174,16,10769.23076923077
111,07/05/2021,955000,Appartement,98,3,2.2608213,48.8509186,16,9744.897959183674
113,16/04/2021,1215000,Appartement,104,4,2.2609226,48.8510804,16,11682.692307692309
114,03/03/2021,650000,Appartement,57,2,2.2601153,48.8505781,16,11403.508771929824
115,01/03/2021,727700,Appartement,58,2,2.2599356,48.851174,16,12546.551724137931
117,27/01/2021,737880,Appartement,75,3,2.2609372,48.8520836,16,9838.4
118,19/01/2021,940000,Appartement,92,2,2.2606315,48.8506247,16,10217.391304347826
119,15/01/2021,733000,Appartement,55,2,2.260511,48.850437,16,13327.272727272728
121,18/12/2020,1021600,Appartement,87,2,2.2606315,48.8506247,16,11742.528735632184
122,27/11/2020,560000,Appartement,57,2,2.2603902,48.8512258,16,9824.561403508771
123,24/11/2020,808000,Appartement,68,3,2.2606658,48.8516518,16,11882.35294117647
124,20/11/2020,671450,Appartement,57,2,2.2612133,48.8525089,16,11779.82456140351
125,12/11/2020,470000,Appartement,41,1,2.2608213,48.8509186,16,11463.414634146342
126,30/10/2020,1034380,Appartement,80,4,2.2612507,48.8515642,16,12929.75
127,16/10/2020,665000,Appartement,57,2,2.260296,48.8519176,16,11666.666666666666
128,06/10/2020,630000,Appartement,54,2,2.260511,48.850437,16,11666.666666666666
129,05/10/2020,885000,Appartement,84,4,2.2612507,48.8515642,16,10535.714285714286
130,01/10/2020,1159000,Appartement,98,3,2.2608213,48.8509186,16,11826.530612244898
131,31/07/2020,135000,Appartement,11,1,2.2591707,48.8505469,16,12272.727272727272
132,16/07/2020,268600,Appartement,23,1,2.2603965,48.852066,16,11678.260869565218
133,29/06/2020,664100,Appartement,59,2,2.2601137,48.8514635,16,11255.93220338983
134,16/06/2020,740000,Appartement,71,3,2.2603965,48.852066,16,10422.535211267606
135,03/06/2020,1610000,Appartement,108,4,2.2609226,48.8510804,16,14907.407407407407
136,29/05/2020,1009200,Appartement,57,2,2.2601153,48.8505781,16,17705.263157894737
137,06/05/2020,602300,Appartement,62,3,2.2607886,48.8524619,16,9714.516129032258
138,08/04/2020,900000,Appartement,57,2,2.260699,48.8523178,16,15789.473684210527
139,16/03/2020,259000,Appartement,22,2,2.2612507,48.8515642,16,11772.727272727272
141,11/02/2020,664000,Appartement,75,3,2.2612507,48.8515642,16,8853.333333333334
142,27/01/2020,775000,Appartement,70,3,2.2612507,48.8515642,16,11071.42857142857
143,16/01/2020,1417000,Appartement,156,4,2.260511,48.850437,16,9083.333333333334
144,23/12/2019,1150000,Appartement,73,2,2.2609372,48.8520836,16,15753.424657534246
145,18/12/2019,1489920,Appartement,160,3,2.260511,48.850437,16,9312.0
146,13/11/2019,1915250,Appartement,109,3,2.2611163,48.8513842,16,17571.10091743119
147,06/11/2019,1170000,Appartement,88,3,2.2612507,48.8515642,16,13295.454545454546
148,22/10/2019,255000,Appartement,32,2,2.2617241,48.8530814,16,7968.75
149,01/10/2019,632500,Appartement,57,2,2.2601137,48.8514635,16,11096.491228070176
150,27/09/2019,288000,Appartement,23,1,2.2601137,48.8514635,16,12521.739130434782
151,27/09/2019,595000,Appartement,61,2,2.2612507,48.8515642,16,9754.098360655738
152,23/09/2019,793000,Appartement,68,2,2.2612507,48.8515642,16,11661.764705882353
153,20/09/2019,598500,Appartement,57,2,2.2617241,48.8530814,16,10500.0
154,11/09/2019,1376100,Appartement,117,5,2.2601962,48.8516092,16,11761.538461538461
155,24/07/2019,975000,Appartement,80,2,2.2606315,48.8506247,16,12187.5
156,23/07/2019,500000,Appartement,57,2,2.2612133,48.8525089,16,8771.929824561403
157,17/07/2019,114000,Appartement,13,1,2.260296,48.8519176,16,8769.23076923077
158,05/07/2019,93000,Appartement,11,1,2.2591707,48.8505469,16,8454.545454545454
159,16/04/2019,145000,Appartement,15,1,2.260296,48.8519176,16,9666.666666666666
160,20/02/2019,190000,Appartement,15,1,2.2603902,48.8512258,16,12666.666666666666
161,25/01/2019,95000,Appartement,11,1,2.2612133,48.8525089,16,8636.363636363636
162,24/01/2019,1200000,Appartement,97,2,2.2608213,48.8509186,16,12371.134020618556
163,16/01/2019,775000,Appartement,71,3,2.2617241,48.8530814,16,10915.492957746479
164,11/01/2019,402000,Appartement,41,1,2.2608213,48.8509186,16,9804.878048780487
165,13/12/2018,87000,Appartement,11,1,2.259721,48.8514036,16,7909.090909090909
166,05/12/2018,1020000,Appartement,88,4,2.2591707,48.8505469,16,11590.90909090909
167,05/11/2018,705000,Appartement,68,3,2.2603902,48.8512258,16,10367.64705882353
168,24/10/2018,159000,Appartement,17,1,2.2606658,48.8516518,16,9352.941176470587
169,22/06/2022,300000,Appartement,35,2,2.2657767,48.83965,16,8571.42857142857
170,25/05/2022,109000,Appartement,14,1,2.262732,48.8394095,16,7785.714285714285
171,16/05/2022,485950,Appartement,55,2,2.2617463,48.8385562,16,8835.454545454546
172,11/05/2022,357500,Appartement,35,1,2.2611468,48.8370876,16,10214.285714285714
173,05/05/2022,1153000,Appartement,122,5,2.264285,48.8393828,16,9450.819672131147
174,03/05/2022,685000,Appartement,67,3,2.2598331,48.8380883,16,10223.880597014926
175,29/04/2022,1014349,Appartement,86,4,2.2611245,48.8379293,16,11794.755813953489
176,21/06/2022,230000,Appartement,21,1,2.2649844,48.8417235,16,10952.380952380952
177,20/06/2022,1310000,Appartement,140,4,2.2692482,48.8427881,16,9357.142857142857
178,16/06/2022,1282500,Appartement,108,5,2.2681668,48.8429124,16,11875.0
179,16/06/2022,175000,Appartement,20,2,2.2635233,48.843449,16,8750.0
180,16/06/2022,390000,Appartement,39,2,2.2633852,48.8418116,16,10000.0
181,14/06/2022,920000,Appartement,116,4,2.2645399,48.843159,16,7931.0344827586205
182,14/06/2022,516750,Appartement,46,2,2.2664259,48.8405356,16,11233.695652173914
184,09/06/2022,261920,Appartement,25,1,2.2652527,48.8427934,16,10476.8
185,08/06/2022,940000,Appartement,84,3,2.2644013,48.8426818,16,11190.47619047619
186,08/06/2022,1186600,Appartement,115,4,2.262998,48.8403614,16,10318.260869565218
187,07/06/2022,515020,Appartement,55,2,2.2689525,48.8426057,16,9364.0
188,07/06/2022,249000,Appartement,20,1,2.265612,48.8427488,16,12450.0
189,02/06/2022,496000,Appartement,46,3,2.2663468,48.8415838,16,10782.608695652174
190,02/06/2022,916100,Appartement,75,3,2.2696145,48.8422353,16,12214.666666666666
191,31/05/2022,405000,Appartement,50,2,2.2676884,48.8422608,16,8100.0
192,23/05/2022,710200,Appartement,59,2,2.2688193,48.8425383,16,12037.28813559322
193,20/05/2022,320000,Appartement,37,2,2.2654759,48.8426849,16,8648.648648648648
195,20/05/2022,412050,Appartement,40,1,2.2645119,48.8432446,16,10301.25
196,20/05/2022,600000,Appartement,46,2,2.2645119,48.8432446,16,13043.478260869566
197,20/05/2022,327600,Appartement,35,1,2.2656428,48.8421535,16,9360.0
198,18/05/2022,519250,Appartement,48,2,2.2619479,48.8402724,16,10817.708333333334
199,17/05/2022,226000,Appartement,25,1,2.265612,48.8427488,16,9040.0
200,17/05/2022,298000,Appartement,33,1,2.2656428,48.8421535,16,9030.30303030303
201,17/05/2022,348450,Appartement,33,2,2.2687515,48.8413404,16,10559.09090909091
203,16/05/2022,361600,Appartement,30,2,2.2650726,48.8429744,16,12053.333333333334
204,16/05/2022,570000,Appartement,52,2,2.2636666,48.8409468,16,10961.538461538461
205,16/05/2022,1350050,Appartement,89,5,2.2632182,48.8433143,16,15169.101123595505
207,30/06/2022,948000,Appartement,85,3,2.2664131,48.8481146,16,11152.941176470587
208,28/06/2022,1905250,Appartement,152,6,2.2680527,48.8495727,16,12534.53947368421
209,28/06/2022,902000,Appartement,63,2,2.267589,48.8494232,16,14317.460317460318
210,24/06/2022,168000,Appartement,13,1,2.2629188,48.8478516,16,12923.076923076924
211,24/06/2022,667200,Appartement,56,3,2.2640984,48.8483173,16,11914.285714285714
212,23/06/2022,1500000,Appartement,114,4,2.2633232,48.8467957,16,13157.894736842105
213,17/06/2022,504700,Appartement,42,2,2.2687114,48.8495178,16,12016.666666666666
214,16/06/2022,1896000,Appartement,210,7,2.2618958,48.8454304,16,9028.57142857143
215,16/06/2022,995300,Appartement,85,4,2.2656117,48.8466553,16,11709.411764705883
216,16/06/2022,830000,Appartement,110,3,2.2681537,48.8485601,16,7545.454545454545
217,16/06/2022,910000,Appartement,85,3,2.2666071,48.8482544,16,10705.882352941177
218,13/06/2022,430000,Appartement,50,2,2.2614795,48.8451592,16,8600.0
219,09/06/2022,1186600,Appartement,84,4,2.2666071,48.8482544,16,14126.190476190477
220,01/06/2022,1121526,Appartement,96,3,2.2656707,48.8475771,16,11682.5625
221,01/06/2022,439350,Appartement,35,1,2.261511,48.8449583,16,12552.857142857143
222,25/05/2022,1010000,Appartement,83,4,2.2652423,48.8491701,16,12168.674698795181
223,23/05/2022,94350,Appartement,9,1,2.2615429,48.8470301,16,10483.333333333334
226,30/06/2022,415000,Appartement,38,1,2.2689209,48.8526452,16,10921.052631578947
227,29/06/2022,1045000,Appartement,100,6,2.267694,48.8502438,16,10450.0
228,29/06/2022,1300000,Appartement,114,4,2.2654583,48.8508384,16,11403.508771929824
229,24/06/2022,768000,Appartement,74,2,2.2618292,48.8524632,16,10378.378378378378
231,18/06/2022,2225000,Appartement,170,7,2.263511,48.8519747,16,13088.235294117647
232,17/06/2022,740000,Appartement,64,2,2.2664314,48.8498385,16,11562.5
233,17/06/2022,919600,Appartement,83,3,2.2684131,48.8503369,16,11079.518072289156
234,16/06/2022,910000,Appartement,86,4,2.267694,48.8502438,16,10581.39534883721
235,10/06/2022,685000,Appartement,53,2,2.2654266,48.8537367,16,12924.528301886792
236,10/06/2022,1250000,Appartement,95,4,2.2664314,48.8498385,16,13157.894736842105
238,10/06/2022,2700000,Appartement,227,7,2.2666761,48.8497726,16,11894.273127753304
241,01/06/2022,223000,Appartement,17,1,2.2696164,48.8510151,16,13117.64705882353
242,31/05/2022,2125100,Appartement,155,5,2.2682608,48.8502151,16,13710.322580645161
243,25/05/2022,681030,Appartement,68,2,2.2687704,48.8521835,16,10015.14705882353
244,24/05/2022,1240180,Appartement,102,3,2.2653206,48.8539952,16,12158.627450980392
245,23/05/2022,1825000,Appartement,184,6,2.2673738,48.8523468,16,9918.478260869566
246,19/05/2022,530000,Appartement,49,2,2.2645833,48.8518178,16,10816.326530612245
247,17/05/2022,190500,Appartement,22,1,2.2654374,48.8512031,16,8659.09090909091
248,16/05/2022,1400000,Appartement,111,4,2.2653206,48.8539952,16,12612.612612612613
249,13/05/2022,1010000,Appartement,85,4,2.2617285,48.8518228,16,11882.35294117647
250,09/05/2022,900000,Appartement,83,3,2.265764,48.8494734,16,10843.373493975903
251,05/05/2022,600000,Appartement,43,2,2.2648166,48.8478994,16,13953.488372093023
252,03/05/2022,1958200,Appartement,130,4,2.2666735,48.853496,16,15063.076923076924
253,29/04/2022,1775000,Appartement,200,5,2.2697271,48.8517244,16,8875.0
254,26/04/2022,447619,Appartement,49,2,2.2645833,48.8518178,16,9135.081632653062
255,22/04/2022,398500,Appartement,28,2,2.2697804,48.8546097,16,14232.142857142857
256,19/04/2022,491000,Appartement,44,3,2.2653044,48.8486238,16,11159.09090909091
257,19/04/2022,166000,Appartement,13,1,2.2679629,48.8500456,16,12769.23076923077
258,15/04/2022,545000,Appartement,50,3,2.2619739,48.8486262,16,10900.0
259,15/04/2022,1099200,Appartement,97,4,2.2658459,48.8506055,16,11331.958762886597
260,15/04/2022,1750000,Appartement,150,5,2.2660934,48.8496277,16,11666.666666666666
261,14/04/2022,743000,Appartement,70,4,2.2654455,48.8492322,16,10614.285714285714
262,14/04/2022,316768,Appartement,26,1,2.2665195,48.852888,16,12183.384615384615
263,13/04/2022,1545000,Appartement,148,5,2.2694167,48.8539109,16,10439.18918918919
264,11/04/2022,300000,Appartement,30,1,2.267906,48.8502498,16,10000.0
265,08/04/2022,504400,Appartement,56,2,2.262676,48.852926,16,9007.142857142857
266,29/06/2022,1174520,Appartement,87,4,2.2695203,48.8556812,16,13500.229885057472
267,28/06/2022,1500000,Appartement,126,5,2.266694,48.8564012,16,11904.761904761905
268,27/06/2022,1170300,Appartement,110,3,2.2660111,48.8589454,16,10639.09090909091
269,20/06/2022,323340,Appartement,32,1,2.2680336,48.8551423,16,10104.375
270,09/06/2022,97000,Appartement,12,1,2.2670249,48.8563168,16,8083.333333333333
271,09/06/2022,1297600,Appartement,140,5,2.2655908,48.85622,16,9268.57142857143
272,30/05/2022,305000,Appartement,28,1,2.2640439,48.855937,16,10892.857142857143
273,25/05/2022,806300,Appartement,64,3,2.2693137,48.8564642,16,12598.4375
274,23/05/2022,627000,Appartement,60,3,2.2695896,48.8550915,16,10450.0
275,19/05/2022,1550000,Appartement,130,4,2.2643814,48.8586013,16,11923.076923076924
276,12/05/2022,2933770,Appartement,224,6,2.2657979,48.8573824,16,13097.1875
277,12/05/2022,799000,Appartement,56,2,2.2705269,48.8564985,16,14267.857142857143
278,10/05/2022,1580000,Appartement,144,4,2.2627117,48.8560499,16,10972.222222222223
279,09/05/2022,1116500,Appartement,100,4,2.2659595,48.855146,16,11165.0
280,05/05/2022,1245000,Appartement,80,3,2.2636591,48.8562539,16,15562.5
281,29/04/2022,422000,Appartement,37,2,2.2657123,48.8555212,16,11405.405405405405
282,25/04/2022,355000,Appartement,25,2,2.2658196,48.8586923,16,14200.0
283,21/04/2022,375000,Appartement,33,1,2.2675147,48.8551352,16,11363.636363636364
284,20/04/2022,2764500,Appartement,214,7,2.2666033,48.8592164,16,12918.224299065421
286,06/04/2022,1280000,Appartement,116,4,2.2635391,48.8544701,16,11034.48275862069
287,04/04/2022,1150555,Appartement,111,4,2.2653206,48.8539952,16,10365.36036036036
288,04/04/2022,1614850,Appartement,142,4,2.2618292,48.8524632,16,11372.18309859155
289,01/04/2022,2774820,Maison,213,7,2.2663936,48.8522883,16,13027.323943661971
290,31/03/2022,1500000,Appartement,122,4,2.2632609,48.8540582,16,12295.081967213115
291,31/03/2022,1440000,Appartement,112,4,2.2653206,48.8539952,16,12857.142857142857
292,30/03/2022,1219500,Appartement,109,4,2.2686965,48.8531843,16,11188.073394495414
293,30/03/2022,1756300,Appartement,136,4,2.2693309,48.8566124,16,12913.970588235294
294,29/03/2022,1655000,Appartement,120,5,2.2656974,48.8580638,16,13791.666666666666
295,25/03/2022,2600000,Appartement,180,4,2.2653331,48.8593336,16,14444.444444444445
296,25/03/2022,350000,Appartement,32,1,2.264483,48.8566155,16,10937.5
297,25/03/2022,238000,Appartement,25,1,2.2627396,48.8530994,16,9520.0
298,25/03/2022,220000,Appartement,19,1,2.2677346,48.8561365,16,11578.947368421053
299,24/03/2022,1000000,Appartement,75,3,2.2636386,48.8523233,16,13333.333333333334
300,24/03/2022,700000,Appartement,62,2,2.2666735,48.853496,16,11290.322580645161
301,24/03/2022,1100000,Appartement,90,2,2.2666735,48.853496,16,12222.222222222223
302,18/03/2022,380200,Appartement,38,1,2.2658238,48.8563449,16,10005.263157894737
303,16/03/2022,2791026,Appartement,224,6,2.2668571,48.8567086,16,12459.9375
304,14/03/2022,1590000,Appartement,118,4,2.267263,48.8521743,16,13474.57627118644
305,09/03/2022,360507,Appartement,30,1,2.2658238,48.8563449,16,12016.9
306,08/03/2022,1205000,Appartement,117,4,2.2694914,48.8545772,16,10299.145299145299
307,03/03/2022,718500,Appartement,55,2,2.2656974,48.8580638,16,13063.636363636364
308,03/03/2022,270000,Appartement,24,1,2.2666271,48.8529667,16,11250.0
309,01/03/2022,1500000,Appartement,112,4,2.2635391,48.8544701,16,13392.857142857143
310,01/03/2022,1680000,Appartement,114,5,2.2674886,48.8568504,16,14736.842105263158
311,16/02/2022,1490385,Appartement,126,4,2.2658196,48.8586923,16,11828.452380952382
312,16/02/2022,1660000,Appartement,147,5,2.2657735,48.8556967,16,11292.517006802722
313,14/06/2022,2800000,Appartement,270,5,2.2671733,48.8617202,16,10370.37037037037
314,09/06/2022,1450000,Appartement,145,5,2.2661036,48.8600553,16,10000.0
315,03/06/2022,2873300,Appartement,204,5,2.2660328,48.8615204,16,14084.803921568628
316,30/05/2022,100000,Appartement,12,1,2.266665,48.8600003,16,8333.333333333334
317,30/05/2022,1150000,Appartement,90,2,2.266665,48.8600003,16,12777.777777777777
319,29/04/2022,2852115,Appartement,265,7,2.269899,48.8642648,16,10762.698113207547
320,29/04/2022,2990000,Appartement,200,6,2.2665103,48.8606875,16,14950.0
321,15/04/2022,315000,Appartement,18,1,2.266665,48.8600003,16,17500.0
323,28/02/2022,2200000,Appartement,270,7,2.2665103,48.8606875,16,8148.148148148148
324,25/02/2022,1456320,Appartement,140,4,2.2671432,48.8607397,16,10402.285714285714
325,09/02/2022,989800,Appartement,80,2,2.2677346,48.8561365,16,12372.5
326,08/02/2022,1175000,Appartement,97,2,2.2691603,48.856897,16,12113.40206185567
327,07/02/2022,734900,Appartement,52,3,2.2677346,48.8561365,16,14132.692307692309
328,25/01/2022,686000,Appartement,58,2,2.2677346,48.8561365,16,11827.586206896553
329,21/01/2022,1258100,Appartement,84,3,2.266959,48.8604543,16,14977.380952380952
330,20/01/2022,1285500,Appartement,127,5,2.2655908,48.85622,16,10122.047244094489
331,20/01/2022,990000,Appartement,76,4,2.2695203,48.8556812,16,13026.315789473685
332,17/01/2022,84000,Appartement,8,1,2.2705269,48.8564985,16,10500.0
333,17/01/2022,857000,Appartement,60,2,2.2673263,48.8562401,16,14283.333333333334
334,03/01/2022,1330000,Appartement,120,4,2.2690779,48.8571888,16,11083.333333333334
336,23/12/2021,388000,Appartement,33,1,2.2655908,48.85622,16,11757.575757575758
338,20/12/2021,600000,Appartement,72,3,2.2640087,48.8567977,16,8333.333333333334
339,17/12/2021,480000,Appartement,30,2,2.269899,48.8642648,16,16000.0
340,17/12/2021,530000,Appartement,32,1,2.267031,48.8605658,16,16562.5
341,15/12/2021,2100305,Appartement,119,1,2.266959,48.8604543,16,17649.621848739494
342,15/12/2021,280000,Appartement,22,2,2.266959,48.8604543,16,12727.272727272728
343,14/12/2021,460000,Appartement,65,3,2.2693309,48.8566124,16,7076.923076923077
344,10/12/2021,690000,Appartement,70,3,2.2692849,48.8570517,16,9857.142857142857
345,03/12/2021,1220000,Appartement,100,3,2.2690309,48.8564744,16,12200.0
346,01/12/2021,1864000,Appartement,128,6,2.2666442,48.8566482,16,14562.5
348,29/11/2021,1060700,Appartement,75,2,2.266472,48.8597042,16,14142.666666666666
349,24/11/2021,404000,Appartement,34,2,2.2664771,48.8554066,16,11882.35294117647
350,09/11/2021,805000,Appartement,75,2,2.264483,48.8566155,16,10733.333333333334
351,09/11/2021,830000,Appartement,63,1,2.264483,48.8566155,16,13174.603174603175
352,05/11/2021,1250000,Appartement,117,4,2.2657123,48.8555212,16,10683.760683760684
354,29/10/2021,2428300,Appartement,136,4,2.266472,48.8597042,16,17855.147058823528
