,date_mutation,valeur_fonciere,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,code_postal,prixm2
3944,15/06/2022,200000,Appartement,23,1,2.3692559,48.8554324,11,8695.652173913044
3945,15/06/2022,790000,Appartement,68,4,2.3703651,48.8576817,11,11617.64705882353
3946,14/06/2022,1005000,Appartement,89,4,2.370074,48.8574118,11,11292.134831460675
3947,13/06/2022,1395750,Appartement,107,4,2.3686476,48.8581662,11,13044.392523364486
3948,07/06/2022,574750,Appartement,42,2,2.365427,48.8581642,3,13684.52380952381
3949,02/06/2022,1246500,Appartement,74,3,2.3671193,48.8569729,3,16844.594594594593
3950,01/06/2022,850000,Appartement,76,4,2.3716267,48.8570397,11,11184.21052631579
3951,25/05/2022,680000,Appartement,47,2,2.365427,48.8581642,3,14468.08510638298
3952,24/05/2022,850000,Appartement,59,3,2.3645813,48.8578857,3,14406.77966101695
3953,23/05/2022,245000,Appartement,28,2,2.36926,48.8560452,11,8750.0
3954,18/05/2022,455000,Appartement,46,2,2.3702997,48.8566723,11,9891.304347826086
3955,17/06/2022,690000,Appartement,50,3,2.3681119,48.8641135,11,13800.0
3956,14/06/2022,710000,Appartement,55,3,2.3640374,48.8642359,3,12909.09090909091
3957,14/06/2022,169000,Appartement,20,1,2.3681269,48.8642745,11,8450.0
3958,14/06/2022,490000,Appartement,49,3,2.3695981,48.8634757,11,10000.0
3959,13/06/2022,725000,Appartement,77,3,2.3655013,48.8611437,3,9415.584415584415
3960,10/06/2022,650000,Appartement,52,3,2.3681119,48.8641135,11,12500.0
3961,09/06/2022,581000,Appartement,45,2,2.3682087,48.8601381,11,12911.111111111111
3962,03/06/2022,620000,Appartement,45,2,2.3660314,48.8626515,3,13777.777777777777
3963,03/06/2022,840000,Appartement,65,3,2.363646,48.8615638,4,12923.076923076924
3964,03/06/2022,217950,Appartement,22,1,2.3638447,48.8624015,3,9906.818181818182
3965,03/06/2022,735500,Appartement,63,2,2.3682141,48.8601183,11,11674.603174603175
3966,02/06/2022,185000,Appartement,17,1,2.366839,48.8614558,3,10882.35294117647
3967,02/06/2022,240000,Appartement,32,2,2.3676522,48.8641099,11,7500.0
3968,30/06/2022,673000,Appartement,53,3,2.3687792,48.8693477,10,12698.11320754717
3969,30/06/2022,480000,Appartement,42,2,2.3707093,48.865524,11,11428.57142857143
3970,30/06/2022,188000,Appartement,13,1,2.3661768,48.8666861,11,14461.538461538461
3971,29/06/2022,989500,Appartement,85,2,2.3681128,48.8685529,11,11641.176470588236
3972,29/06/2022,530000,Appartement,48,3,2.3717068,48.868873,10,11041.666666666666
3973,27/06/2022,347883,Appartement,34,2,2.3679485,48.8690112,11,10231.85294117647
3974,24/06/2022,650000,Appartement,54,3,2.3708705,48.8666074,11,12037.037037037036
3975,23/06/2022,722956,Appartement,50,3,2.363554,48.8694629,10,14459.12
3976,23/06/2022,125000,Appartement,14,1,2.3716275,48.8675309,11,8928.57142857143
3977,22/06/2022,320000,Appartement,29,2,2.3695526,48.8669444,11,11034.48275862069
3978,21/06/2022,426600,Appartement,40,2,2.3684401,48.8658824,11,10665.0
3979,21/06/2022,545620,Appartement,39,3,2.3689484,48.8650825,11,13990.25641025641
3980,20/06/2022,540284,Appartement,49,2,2.3707386,48.8683033,11,11026.204081632653
3981,16/06/2022,279300,Appartement,24,1,2.3698997,48.8664943,11,11637.5
3982,15/06/2022,180000,Appartement,16,1,2.3636526,48.8691826,10,11250.0
3983,15/06/2022,947490,Appartement,90,4,2.3691438,48.865594,11,10527.666666666666
3984,14/06/2022,590000,Appartement,46,2,2.3668347,48.8670857,11,12826.08695652174
3985,13/06/2022,657740,Appartement,58,3,2.3707888,48.8667333,11,11340.344827586207
3986,10/06/2022,228000,Appartement,21,1,2.3658731,48.8682458,11,10857.142857142857
3987,10/06/2022,580000,Appartement,40,2,2.3680232,48.864828,11,14500.0
3988,09/06/2022,453000,Appartement,42,3,2.3712286,48.8687374,11,10785.714285714286
3989,08/06/2022,420000,Appartement,42,3,2.3690804,48.8648749,11,10000.0
3990,08/06/2022,1465000,Appartement,129,5,2.3668896,48.8654695,11,11356.589147286822
3991,30/06/2022,240000,Appartement,31,1,2.3640005,48.8736774,10,7741.935483870968
3992,27/06/2022,524000,Appartement,48,3,2.3702359,48.8718021,10,10916.666666666666
3993,22/06/2022,86500,Appartement,9,1,2.3688222,48.8709296,10,9611.111111111111
3994,20/06/2022,1200000,Appartement,90,3,2.3693115,48.8695223,10,13333.333333333334
3995,20/06/2022,290000,Appartement,28,1,2.3710581,48.8697496,10,10357.142857142857
3996,17/06/2022,210000,Appartement,18,1,2.3669191,48.8698661,10,11666.666666666666
3997,17/06/2022,267680,Appartement,24,1,2.3712274,48.8721034,10,11153.333333333334
3998,16/06/2022,390000,Appartement,28,2,2.364194,48.8707717,10,13928.57142857143
3999,16/06/2022,86000,Appartement,12,1,2.3716516,48.8711974,10,7166.666666666667
4000,30/06/2022,220000,Appartement,25,1,2.3665891,48.8782593,10,8800.0
4001,30/06/2022,550000,Appartement,52,2,2.366095,48.8788203,10,10576.923076923076
4002,29/06/2022,840000,Appartement,72,3,2.365531,48.8789111,10,11666.666666666666
4003,27/06/2022,275000,Appartement,27,1,2.3714997,48.8747506,10,10185.185185185184
4004,24/06/2022,315000,Appartement,25,2,2.3646053,48.8782374,10,12600.0
4005,24/06/2022,335000,Appartement,41,1,2.3696976,48.877351,10,8170.731707317073
4006,22/06/2022,440000,Appartement,40,3,2.3701555,48.8759417,10,11000.0
4007,20/06/2022,470000,Appartement,50,2,2.3645494,48.8782812,10,9400.0
4008,14/06/2022,689600,Appartement,71,3,2.3643044,48.8765396,10,9712.676056338029
4009,13/06/2022,180000,Appartement,16,1,2.3642813,48.878478,10,11250.0
4010,10/06/2022,365500,Appartement,28,2,2.3649429,48.8724667,10,13053.57142857143
4011,10/06/2022,769900,Appartement,48,3,2.3704738,48.8705405,10,16039.583333333334
4012,09/06/2022,690700,Appartement,61,3,2.3658858,48.8711937,10,11322.95081967213
4013,08/06/2022,740000,Appartement,66,4,2.3645207,48.8715315,10,11212.121212121212
4014,30/06/2022,424000,Appartement,37,2,2.3645325,48.8837462,10,11459.45945945946
4015,30/06/2022,650000,Appartement,56,3,2.3690318,48.88047,10,11607.142857142857
4016,29/06/2022,552000,Appartement,55,3,2.3649518,48.8827965,10,10036.363636363636
4017,28/06/2022,510000,Appartement,51,2,2.3651358,48.8800804,10,10000.0
4018,27/06/2022,352470,Appartement,36,2,2.3667099,48.8801676,10,9790.833333333334
4019,24/06/2022,490000,Appartement,56,2,2.3655418,48.8808157,10,8750.0
4020,24/06/2022,1070000,Appartement,100,4,2.3669557,48.8818262,10,10700.0
4021,21/06/2022,250000,Appartement,26,1,2.365427,48.8833312,10,9615.384615384615
4022,20/06/2022,220910,Appartement,18,1,2.3662203,48.882955,10,12272.777777777777
4023,10/06/2022,210000,Appartement,28,2,2.3664843,48.882829,10,7500.0
4024,08/06/2022,285000,Appartement,28,1,2.3638083,48.8811807,10,10178.57142857143
4025,07/06/2022,1375000,Appartement,117,5,2.3659226,48.8795612,10,11752.136752136752
4026,07/06/2022,990000,Appartement,83,3,2.3623885,48.8776031,10,11927.710843373494
4027,03/06/2022,555000,Appartement,79,3,2.3516618,48.8840966,18,7025.316455696203
4028,03/06/2022,224000,Appartement,24,1,2.3499441,48.8807854,10,9333.333333333334
4029,03/06/2022,363000,Appartement,39,2,2.3716806,48.8770797,19,9307.692307692309
4030,02/06/2022,812500,Appartement,90,4,2.3507603,48.8825369,10,9027.777777777777
4031,02/06/2022,432875,Appartement,50,2,2.3609677,48.8839419,10,8657.5
4032,02/06/2022,1445400,Appartement,130,4,2.351013,48.8759108,10,11118.461538461539
4033,02/06/2022,265760,Appartement,30,1,2.3661519,48.8817094,10,8858.666666666666
4034,01/06/2022,874000,Appartement,100,3,2.3653251,48.8789454,10,8740.0
4035,31/05/2022,408500,Appartement,42,2,2.3674784,48.8755286,10,9726.190476190477
4036,30/05/2022,91500,Appartement,8,1,2.3660794,48.8833257,10,11437.5
4037,30/05/2022,210000,Appartement,20,1,2.3651419,48.877844,10,10500.0
4038,30/05/2022,700000,Appartement,70,3,2.3514452,48.8816955,10,10000.0
4039,30/05/2022,1019308,Appartement,90,3,2.3672419,48.8803561,10,11325.644444444444
4040,25/05/2022,159800,Appartement,18,2,2.369729,48.8846137,19,8877.777777777777
4041,24/05/2022,650000,Appartement,81,3,2.3518281,48.8770951,10,8024.691358024691
4042,24/05/2022,252000,Appartement,26,2,2.3705606,48.8786539,19,9692.307692307691
4043,24/05/2022,504550,Appartement,48,3,2.3687338,48.8822971,10,10511.458333333334
4044,23/05/2022,1953710,Appartement,165,4,2.365427,48.8833312,10,11840.666666666666
4045,20/05/2022,290000,Appartement,36,2,2.3683985,48.8823937,10,8055.555555555556
4046,20/05/2022,350000,Appartement,41,3,2.362053,48.8808073,10,8536.585365853658
4047,18/05/2022,450000,Appartement,40,2,2.3513614,48.8788336,10,11250.0
4048,18/05/2022,757700,Appartement,85,4,2.3510875,48.8830141,10,8914.117647058823
4049,18/05/2022,470249,Appartement,61,2,2.3650148,48.8833913,10,7709.0
4050,18/05/2022,252000,Appartement,25,1,2.3674784,48.8755286,10,10080.0
4051,18/05/2022,298050,Appartement,32,2,2.3711699,48.8789865,19,9314.0625
4052,29/06/2022,378820,Appartement,36,2,2.3668602,48.8850392,19,10522.777777777777
4053,24/06/2022,151000,Appartement,20,1,2.3677366,48.8859061,19,7550.0
4054,10/06/2022,188500,Appartement,18,1,2.3663379,48.8859816,19,10472.222222222223
4055,09/06/2022,280000,Appartement,30,1,2.3493906,48.8892737,18,9333.333333333334
4056,09/06/2022,372675,Appartement,39,2,2.3584381,48.8867464,18,9555.76923076923
4057,09/06/2022,367500,Appartement,29,2,2.3512699,48.8896096,18,12672.413793103447
4058,09/06/2022,410000,Appartement,46,2,2.360209,48.8868677,19,8913.04347826087
4059,08/06/2022,293000,Appartement,37,2,2.3654555,48.8850465,19,7918.918918918919
4060,07/06/2022,280000,Appartement,30,2,2.3544953,48.8892305,18,9333.333333333334
4061,07/06/2022,193000,Appartement,23,1,2.350199,48.8865817,18,8391.304347826086
4062,03/06/2022,93000,Appartement,11,1,2.359654,48.887848,18,8454.545454545454
4063,02/06/2022,486550,Appartement,46,3,2.351214,48.8872039,18,10577.173913043478
4064,02/06/2022,86000,Appartement,11,1,2.3670256,48.8849675,19,7818.181818181818
4065,02/06/2022,444530,Appartement,55,3,2.355043,48.8852616,18,8082.363636363636
4066,02/06/2022,715950,Appartement,73,3,2.3499568,48.8873962,18,9807.534246575342
4067,02/06/2022,154000,Appartement,16,1,2.3504154,48.8883808,18,9625.0
4068,01/06/2022,390000,Appartement,51,3,2.3497999,48.887732,18,7647.058823529412
4069,31/05/2022,265000,Appartement,34,2,2.3568542,48.8861759,18,7794.117647058823
4070,31/05/2022,215000,Appartement,20,1,2.3606012,48.8889988,10,10750.0
4071,31/05/2022,545184,Appartement,49,3,2.3517413,48.8850927,18,11126.204081632653
4072,31/05/2022,205000,Appartement,26,1,2.3706283,48.8853138,19,7884.615384615385
4073,30/05/2022,255925,Appartement,28,2,2.3586046,48.8890058,18,9140.17857142857
4074,25/05/2022,380000,Appartement,43,2,2.3528679,48.8884963,18,8837.209302325582
4075,30/06/2022,239800,Appartement,27,2,2.3637754,48.8902695,18,8881.481481481482
4076,09/06/2022,362000,Appartement,46,2,2.3636473,48.8918587,18,7869.565217391304
4077,31/05/2022,380000,Appartement,39,3,2.3493191,48.8903762,18,9743.589743589744
4078,31/05/2022,227000,Appartement,25,2,2.3605394,48.8900982,19,9080.0
4079,30/05/2022,130000,Appartement,13,1,2.3516174,48.8898138,18,10000.0
4080,25/05/2022,503000,Appartement,67,3,2.3633565,48.8918867,18,7507.462686567164
4081,24/05/2022,315000,Appartement,30,2,2.3633565,48.8918867,18,10500.0
4082,24/05/2022,425000,Appartement,46,3,2.3500962,48.8905894,18,9239.130434782608
4083,24/05/2022,327000,Appartement,33,2,2.3619491,48.8913492,18,9909.09090909091
4084,24/05/2022,220000,Appartement,28,2,2.3621259,48.8932845,18,7857.142857142857
4085,23/05/2022,190000,Appartement,25,1,2.3603265,48.8933489,18,7600.0
4086,23/05/2022,246096,Appartement,33,2,2.3619713,48.8932901,18,7457.454545454545
4087,19/05/2022,405000,Appartement,45,2,2.3645796,48.8919126,18,9000.0
4088,18/05/2022,228000,Appartement,27,2,2.3518897,48.8919585,18,8444.444444444445
4089,18/05/2022,274075,Appartement,25,2,2.3538992,48.8904023,18,10963.0
4090,17/05/2022,189500,Appartement,27,1,2.3628829444942703,48.8945675,18,7018.518518518518
4091,17/05/2022,594700,Appartement,79,4,2.3632665,48.8922104,18,7527.848101265823
4092,16/05/2022,586300,Appartement,68,2,2.3593985,48.8932928,18,8622.058823529413
4093,16/05/2022,264000,Appartement,30,1,2.3696347,48.8917877,19,8800.0
4094,16/05/2022,420000,Appartement,43,2,2.3504607,48.8905037,18,9767.441860465116
4095,12/05/2022,390000,Appartement,40,2,2.3508535,48.893728,18,9750.0
4096,10/05/2022,175000,Appartement,20,1,2.3511316,48.8911828,18,8750.0
4097,09/05/2022,280000,Appartement,40,2,2.3508357,48.8912373,18,7000.0
4098,09/05/2022,320000,Appartement,38,2,2.3535024,48.8907463,18,8421.052631578947
4099,06/05/2022,825000,Appartement,95,5,2.3505259,48.8952587,18,8684.21052631579
4100,06/05/2022,240000,Appartement,30,2,2.3616115,48.8940787,18,8000.0
4101,03/05/2022,318500,Appartement,36,3,2.3622171,48.8907963,18,8847.222222222223
4102,29/04/2022,335000,Appartement,42,2,2.3515502,48.8940008,18,7976.190476190476
4103,29/04/2022,430000,Appartement,54,3,2.3518137,48.894295,18,7962.962962962963
4104,28/04/2022,450000,Appartement,44,2,2.3503971,48.8915043,18,10227.272727272728
4105,28/04/2022,270000,Appartement,28,2,2.3632154,48.8915132,18,9642.857142857143
4106,27/04/2022,227000,Appartement,21,2,2.3518897,48.8919585,18,10809.52380952381
4107,26/04/2022,277000,Appartement,34,1,2.3716448,48.8903738,19,8147.058823529412
4108,26/04/2022,182000,Appartement,19,1,2.3518956,48.8933517,18,9578.947368421053
4109,22/04/2022,442450,Appartement,48,2,2.3636473,48.8918587,18,9217.708333333334
4110,22/04/2022,347020,Appartement,28,2,2.3522316,48.8951218,18,12393.57142857143
4111,22/04/2022,265000,Appartement,29,2,2.363166,48.8919072,18,9137.931034482759
4112,19/04/2022,320000,Appartement,36,2,2.3502328,48.8938664,18,8888.888888888889
4113,19/04/2022,95000,Appartement,10,1,2.3609611,48.89107,18,9500.0
4114,07/01/2022,660000,Appartement,81,3,2.3527101,48.8957169,18,8148.148148148148
4115,29/10/2021,144691,Appartement,20,1,2.3523094,48.9004566,18,7234.55
4116,25/10/2021,635000,Appartement,77,3,2.3527101,48.8957169,18,8246.753246753247
4117,28/07/2021,136460,Appartement,18,1,2.3523094,48.9004566,18,7581.111111111111
4118,23/06/2021,508670,Appartement,46,3,2.3491312,48.8954541,18,11058.04347826087
4119,21/06/2021,314000,Appartement,40,2,2.3523687,48.900156,18,7850.0
4120,09/06/2021,300600,Appartement,32,2,2.3491312,48.8954541,18,9393.75
4121,20/05/2021,569900,Appartement,71,3,2.3523687,48.900156,18,8026.760563380281
4122,30/04/2021,440000,Appartement,58,3,2.3523687,48.900156,18,7586.206896551724
4123,25/02/2021,820750,Appartement,78,3,2.3515856,48.895474,18,10522.435897435897
4124,24/02/2021,243300,Appartement,27,1,2.3596918,48.8965854,18,9011.111111111111
4125,05/02/2021,212300,Appartement,25,1,2.3596277,48.8974232,18,8492.0
4126,11/01/2021,285000,Appartement,32,1,2.3523687,48.900156,18,8906.25
4127,22/12/2020,225600,Appartement,32,1,2.3596918,48.8965854,18,7050.0
4128,17/12/2020,175000,Appartement,25,1,2.3596277,48.8974232,18,7000.0
4129,12/11/2020,449500,Appartement,62,3,2.3514303,48.8956696,18,7250.0
4130,21/10/2020,378000,Appartement,43,2,2.357324,48.8974514,18,8790.697674418605
4131,15/07/2020,203000,Appartement,25,1,2.3596277,48.8974232,18,8120.0
4132,08/07/2020,280000,Appartement,24,2,2.3507353,48.8954107,18,11666.666666666666
4133,09/06/2020,620000,Appartement,77,4,2.3527101,48.8957169,18,8051.948051948052
4134,30/04/2020,601500,Appartement,77,4,2.3527101,48.8957169,18,7811.688311688312
4135,30/04/2020,443000,Appartement,48,3,2.3491312,48.8954541,18,9229.166666666666
4136,17/04/2020,235000,Appartement,32,1,2.3523687,48.900156,18,7343.75
4137,02/03/2020,332000,Appartement,41,2,2.3523687,48.900156,18,8097.5609756097565
4138,22/01/2020,433000,Appartement,60,3,2.3523687,48.900156,18,7216.666666666667
4139,13/12/2019,250000,Appartement,35,2,2.3587097,48.897525,18,7142.857142857143
4140,28/06/2022,1430000,Appartement,115,5,2.3753461,48.8242957,13,12434.782608695652
4141,07/06/2022,250000,Appartement,28,1,2.371977,48.8244349,13,8928.57142857143
4142,01/06/2022,554000,Appartement,60,3,2.3743371,48.8234327,13,9233.333333333334
4143,02/05/2022,187000,Appartement,24,1,2.3729391,48.8245912,13,7791.666666666667
4144,01/04/2022,560000,Appartement,65,3,2.3730511,48.8238053,13,8615.384615384615
4145,16/03/2022,650000,Appartement,63,3,2.3730511,48.8238053,13,10317.460317460318
4146,09/03/2022,115000,Appartement,13,1,2.371977,48.8244349,13,8846.153846153846
4147,18/02/2022,280000,Appartement,33,1,2.3611637,48.8234218,13,8484.848484848484
4148,18/02/2022,150000,Appartement,16,1,2.3583637,48.8235508,13,9375.0
4149,30/06/2022,614320,Appartement,70,3,2.3744122,48.8285599,13,8776.0
4150,24/06/2022,675200,Appartement,65,3,2.3735172,48.8263568,13,10387.692307692309
4151,23/06/2022,337150,Appartement,35,2,2.3722787,48.8292916,13,9632.857142857143
4152,22/06/2022,1350000,Maison,86,3,2.3720492,48.8293352,13,15697.67441860465
4153,22/06/2022,330375,Appartement,40,2,2.3782797,48.8257763,13,8259.375
4154,21/06/2022,331000,Appartement,38,2,2.3765307,48.8282359,13,8710.526315789473
4155,20/06/2022,610000,Appartement,59,3,2.3744122,48.8285599,13,10338.983050847457
4156,17/06/2022,250000,Appartement,31,2,2.3755053,48.8248944,13,8064.5161290322585
4157,17/06/2022,420000,Appartement,52,3,2.37621,48.8287454,13,8076.923076923077
4158,15/06/2022,503800,Appartement,53,2,2.3782797,48.8257763,13,9505.66037735849
4159,13/06/2022,404000,Appartement,41,2,2.3729913,48.828628,13,9853.658536585366
4160,08/06/2022,315000,Appartement,33,1,2.3765307,48.8282359,13,9545.454545454546
4161,07/06/2022,420000,Appartement,56,3,2.373097,48.8266507,13,7500.0
4162,03/06/2022,232000,Appartement,25,1,2.3748055,48.829626,13,9280.0
4163,01/06/2022,385000,Appartement,36,3,2.3724607,48.8268751,13,10694.444444444445
4164,20/05/2022,279000,Appartement,30,2,2.3755053,48.8248944,13,9300.0
4165,18/05/2022,870000,Appartement,91,4,2.3732669,48.8285453,13,9560.439560439561
4166,18/05/2022,200000,Appartement,18,1,2.3747616,48.8251639,13,11111.111111111111
4167,12/05/2022,228500,Appartement,31,2,2.3755053,48.8248944,13,7370.967741935484
4168,05/05/2022,99000,Appartement,8,1,2.3704988,48.8276502,13,12375.0
4169,29/04/2022,1239134,Appartement,139,4,2.3738445,48.827722,13,8914.633093525179
4170,28/04/2022,462600,Appartement,48,3,2.3691007,48.8291016,13,9637.5
4171,28/04/2022,1600000,Maison,175,4,2.3693917,48.8259704,13,9142.857142857143
4172,22/04/2022,370000,Appartement,39,2,2.3750156,48.8253811,13,9487.179487179486
4173,21/04/2022,285000,Appartement,39,2,2.3726432,48.8288939,13,7307.692307692308
4174,21/04/2022,390000,Appartement,35,1,2.3744122,48.8285599,13,11142.857142857143
4175,15/04/2022,472700,Appartement,47,2,2.3673689,48.8264327,13,10057.446808510638
4176,13/04/2022,387500,Appartement,51,3,2.3580277,48.8283284,13,7598.0392156862745
4177,13/04/2022,488450,Appartement,46,2,2.3576275,48.8294548,13,10618.478260869566
4178,12/04/2022,385000,Appartement,50,2,2.3576275,48.8294548,13,7700.0
4179,24/06/2022,980000,Appartement,80,4,2.379813,48.830374,13,12250.0
4180,10/06/2022,662000,Appartement,68,3,2.3737171,48.8307628,13,9735.29411764706
4181,30/05/2022,183000,Appartement,19,1,2.3719867,48.8297583,13,9631.578947368422
4182,21/04/2022,508000,Appartement,42,2,2.3758994,48.831083,13,12095.238095238095
4183,15/04/2022,380000,Appartement,36,2,2.3604989,48.8326371,13,10555.555555555555
4184,15/04/2022,870000,Appartement,74,3,2.3758994,48.831083,13,11756.756756756757
4185,14/04/2022,477000,Appartement,61,3,2.3616092,48.8307665,13,7819.672131147541
4186,08/04/2022,562400,Appartement,73,3,2.3705199,48.8283274,13,7704.109589041096
4187,07/04/2022,542857,Appartement,62,3,2.3616092,48.8307665,13,8755.758064516129
4188,05/04/2022,198000,Appartement,23,2,2.3691272,48.8264368,13,8608.695652173914
4189,05/04/2022,235000,Appartement,25,1,2.3744848,48.8257271,13,9400.0
4190,04/04/2022,362788,Appartement,50,2,2.3744122,48.8285599,13,7255.76
4191,30/03/2022,395000,Appartement,32,2,2.3747463,48.8305598,13,12343.75
4192,07/06/2022,270000,Appartement,27,2,2.3720947,48.8369022,13,10000.0
4193,25/05/2022,250000,Appartement,25,2,2.3720947,48.8369022,13,10000.0
4194,27/04/2022,505000,Appartement,49,2,2.3721641,48.8369714,13,10306.122448979591
4195,15/04/2022,315000,Appartement,27,2,2.3720947,48.8369022,13,11666.666666666666
4196,08/04/2022,495000,Appartement,49,3,2.3608254,48.8391365,13,10102.040816326531
4197,06/04/2022,280000,Appartement,33,1,2.3587207,48.8371148,13,8484.848484848484
4198,05/04/2022,317650,Appartement,28,2,2.3723743,48.8370537,13,11344.642857142857
4199,05/04/2022,560600,Appartement,42,3,2.3594983,48.834893,13,13347.619047619048
4200,29/03/2022,194000,Appartement,18,1,2.3675851,48.8345648,13,10777.777777777777
4201,28/03/2022,1266575,Appartement,79,4,2.379813,48.830374,13,16032.594936708861
4202,28/03/2022,907200,Appartement,78,3,2.3581903,48.8360535,13,11630.76923076923
4203,24/03/2022,485000,Appartement,50,3,2.3597916965277754,48.8377831,13,9700.0
4204,24/03/2022,310000,Appartement,39,2,2.3747463,48.8305598,13,7948.717948717948
4205,23/03/2022,235000,Appartement,19,1,2.3579376,48.8371081,13,12368.421052631578
4206,23/03/2022,594500,Appartement,65,2,2.3661819,48.8333432,13,9146.153846153846
4207,23/03/2022,330000,Appartement,26,1,2.3588141,48.836373,13,12692.307692307691
4208,18/03/2022,280000,Appartement,24,2,2.3606979,48.8337973,13,11666.666666666666
4209,15/03/2022,812000,Appartement,69,3,2.3795698,48.8304182,13,11768.115942028986
4210,15/03/2022,216500,Appartement,24,1,2.3715877,48.8310491,13,9020.833333333334
4211,15/03/2022,170000,Appartement,16,1,2.3681058,48.8323536,13,10625.0
4212,14/03/2022,466100,Appartement,48,3,2.359112363884943,48.83532965,13,9710.416666666666
4213,11/03/2022,870000,Appartement,88,4,2.3611219,48.8350841,13,9886.363636363636
4214,07/03/2022,360000,Appartement,34,2,2.3588163,48.832313,13,10588.235294117647
4215,04/03/2022,284340,Appartement,31,2,2.3606515,48.8328466,13,9172.258064516129
4216,03/03/2022,693500,Appartement,72,3,2.3602633,48.8338962,13,9631.944444444445
4217,03/03/2022,218000,Appartement,25,2,2.3718069,48.8321859,13,8720.0
4218,03/03/2022,192000,Appartement,16,1,2.3699804,48.8303769,13,12000.0
4219,01/03/2022,215000,Appartement,30,1,2.3606515,48.8328466,13,7166.666666666667
4220,28/02/2022,572200,Appartement,69,3,2.3663143315434034,48.83278605,13,8292.753623188406
4221,28/02/2022,527220,Appartement,46,2,2.3609876,48.8351638,13,11461.304347826086
4222,28/02/2022,330000,Appartement,35,2,2.3602488,48.8325536,13,9428.57142857143
4223,21/02/2022,1489740,Appartement,100,4,2.3713997,48.8309445,13,14897.4
4224,21/02/2022,628015,Appartement,79,4,2.366288490000002,48.8337772,13,7949.556962025316
4225,18/02/2022,620300,Appartement,69,3,2.3663143315434034,48.83278605,13,8989.855072463768
4226,11/02/2022,712000,Appartement,65,4,2.3596873,48.8347594,13,10953.846153846154
4227,08/02/2022,290000,Appartement,29,1,2.3607778,48.8343386,13,10000.0
4228,07/02/2022,335000,Appartement,30,2,2.3579376,48.8371081,13,11166.666666666666
4229,02/02/2022,1385000,Maison,80,3,2.3680647,48.8310663,13,17312.5
4230,31/01/2022,728000,Appartement,58,2,2.3758994,48.831083,13,12551.724137931034
4231,28/01/2022,437150,Appartement,47,2,2.3672815,48.8325401,13,9301.063829787234
4232,26/01/2022,390000,Appartement,48,2,2.358867,48.8304119,13,8125.0
4233,25/01/2022,649800,Appartement,65,3,2.3667659,48.8315591,13,9996.923076923076
4234,21/01/2022,240000,Appartement,25,2,2.3720947,48.8369022,13,9600.0
4235,21/01/2022,613650,Appartement,67,4,2.3656173,48.8343406,13,9158.955223880597
4236,18/01/2022,385000,Appartement,46,2,2.3665591,48.8309903,13,8369.565217391304
4237,14/01/2022,301700,Appartement,27,2,2.3679806,48.8346977,13,11174.074074074075
4238,12/01/2022,168200,Appartement,15,1,2.36811,48.8324935,13,11213.333333333334
4239,10/01/2022,773200,Appartement,56,2,2.358391,48.839481,5,13807.142857142857
4240,10/01/2022,225000,Appartement,22,2,2.3607778,48.8343386,13,10227.272727272728
4241,06/01/2022,450000,Appartement,48,3,2.3592812,48.8350607,13,9375.0
4242,06/01/2022,418200,Appartement,45,2,2.3688983,48.8323368,13,9293.333333333334
4243,20/06/2022,1030900,Appartement,100,4,2.3771663,48.8414775,12,10309.0
4244,24/05/2022,547000,Appartement,48,2,2.3771663,48.8414775,12,11395.833333333334
4245,17/05/2022,691000,Appartement,69,3,2.3758186,48.8419553,12,10014.492753623188
4246,07/04/2022,488000,Appartement,42,2,2.3605367,48.8402686,5,11619.047619047618
4247,01/04/2022,220500,Appartement,21,1,2.359131,48.8401861,5,10500.0
4248,31/03/2022,349057,Appartement,48,2,2.3771663,48.8414775,12,7272.020833333333
4249,31/03/2022,1124960,Appartement,94,3,2.3616001,48.8403017,5,11967.659574468085
4250,23/03/2022,362000,Appartement,39,3,2.3634778,48.8426923,5,9282.051282051281
4251,24/01/2022,450000,Appartement,47,2,2.3771663,48.8414775,12,9574.468085106382
4252,21/01/2022,400000,Appartement,37,2,2.3634043,48.8425513,5,10810.81081081081
4253,20/01/2022,150000,Appartement,14,1,2.3626532,48.8415652,5,10714.285714285714
4254,17/01/2022,397200,Appartement,35,2,2.3634043,48.8425513,5,11348.57142857143
4255,11/01/2022,1740000,Appartement,117,4,2.357939,48.8399541,5,14871.794871794871
4256,29/12/2021,1068600,Appartement,102,5,2.357676,48.8344015,13,10476.470588235294
4257,23/12/2021,215000,Appartement,25,1,2.3758186,48.8419553,12,8600.0
4258,23/12/2021,310000,Appartement,29,2,2.3581779,48.8397516,5,10689.655172413793
4259,22/12/2021,200000,Appartement,25,2,2.3720947,48.8369022,13,8000.0
4260,22/12/2021,183720,Appartement,18,1,2.3621845,48.8409921,5,10206.666666666666
4261,21/12/2021,920000,Appartement,85,5,2.3733212,48.8376522,13,10823.529411764706
4262,17/12/2021,252381,Appartement,26,2,2.3608254,48.8391365,13,9706.961538461539
4263,15/12/2021,170000,Appartement,19,1,2.3600928,48.8381011,13,8947.368421052632
4264,15/12/2021,529000,Appartement,50,2,2.3588256,48.840093,5,10580.0
4265,03/12/2021,850000,Appartement,78,3,2.3600572,48.8402557,5,10897.435897435897
4266,02/12/2021,292000,Appartement,32,1,2.3620372,48.8407114,5,9125.0
