,type_local,surface_reelle_bati,longitude,latitude,trimestre_trimestre_1,trimestre_trimestre_2,trimestre_trimestre_3,trimestre_trimestre_4,année_2018,année_2019,année_2020,année_2021,année_2022,année_antérieur_a_2018,nb_pieces_0,nb_pieces_1,nb_pieces_2,nb_pieces_3,nb_pieces_4,nb_pieces_5,nb_pieces_6,nb_pieces_7,nb_pieces_8,nb_pieces_more_than_9
58,0,0.33712121212121215,0.9730130010802388,0.9643794750388466,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
59,0,0.30303030303030304,0.9783103465408232,0.9684830558893545,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
60,0,0.19696969696969696,0.9657861040673086,0.9730813535132903,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
61,0,0.12121212121212122,0.9788323869723161,0.9951700599610156,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
62,0,0.33712121212121215,0.9656266716532805,0.9757217590562952,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,0,0.10984848484848483,0.9783915427805616,0.9602944842871146,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
64,0,0.13636363636363635,0.9711862295781949,0.9699790084762867,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
65,0,0.22727272727272727,0.983267263918798,0.9647475467643396,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66,0,0.6136363636363636,0.9745197360616531,0.9675085433428414,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
67,0,0.09848484848484848,0.9782920722478796,0.9588127800324706,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
68,0,0.19696969696969696,0.9724046048504824,0.9812576336357459,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
69,0,0.015151515151515152,0.9818969591761545,0.9618878514377123,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
70,0,0.07954545454545456,0.9844045868434176,0.9799208587696064,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
71,0,0.12121212121212122,0.9796993161406016,0.9637804947179944,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
72,0,0.06818181818181818,0.9811474870493538,0.9819272441016302,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
73,0,0.4772727272727273,0.9732283663976411,0.9882372984525958,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
74,0,0.28030303030303033,0.9637071308778342,0.9665936536460329,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
75,0,0.12878787878787878,0.967950878042775,0.9783739668659592,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
76,0,0.14393939393939395,0.9731992590873957,0.956322868677276,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
77,0,0.20454545454545456,0.9847112825135181,0.9803403590249467,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
78,0,0.20075757575757575,0.9647456616181037,0.9627203087228295,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
79,0,0.31060606060606066,0.971698135896728,0.9581400508329097,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
80,0,0.06818181818181818,0.9824702662967378,0.9806748584996896,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
81,0,0.07196969696969696,0.9773267414594351,0.9627995000975638,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
82,0,0.07196969696969696,0.9885854531735837,0.9796366259435452,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
83,0,0.015151515151515152,0.9831116138106211,0.9809873433837666,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
84,0,0.09090909090909091,0.975909610125874,0.9695281374292612,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
85,0,0.09848484848484848,0.9875705618448838,0.9959669881428752,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
86,0,0.13636363636363635,0.9832840787350274,0.9802602503756077,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
87,0,0.09090909090909091,0.9858424797471397,0.9741120644176249,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
88,0,0.13636363636363635,0.9826265536412268,0.964549598903325,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
89,0,0.27272727272727276,0.9640613314871842,0.9674876906333552,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
90,0,0.20833333333333334,0.9798080368778108,0.9934371447662933,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
91,0,0.3863636363636364,0.971088855758539,0.9622563512246884,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
92,0,0.16666666666666666,0.9941193777539528,0.9735441491302588,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
93,0,0.08333333333333334,0.9766612406337309,0.9565864322487769,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
94,0,0.0946969696969697,0.9891260762381712,0.9825171739796588,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
95,0,0.06439393939393939,0.980740519162179,0.9906094317477674,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
96,0,0.7916666666666667,0.9789576552976239,0.9897430353020447,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
97,0,0.4507575757575758,0.9773949874128356,0.9888068036826247,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
98,0,0.5189393939393939,0.9781183534068595,0.9708294443437815,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
99,0,0.125,0.9812201936569374,0.9717457405283234,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
100,0,0.08333333333333334,0.9765403918505862,0.968905491423449,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
101,0,0.31439393939393945,0.964196775037472,0.9704543401796037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
102,0,0.15151515151515152,0.9933387632719107,0.9782917790608323,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
103,0,0.21212121212121213,0.9827128477714602,0.9721511147546593,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
104,0,0.12121212121212122,0.9861644074206948,0.9521556901204171,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
105,0,0.07196969696969696,0.9700471388367102,0.9801052921180187,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
106,0,0.1856060606060606,0.9790082025263623,0.9563756425432182,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
107,0,0.19696969696969696,0.9825215124298183,0.9850501360899138,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
108,0,0.14393939393939395,0.9766166957599302,0.9962963508797955,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
109,0,0.2424242424242424,0.9910668513720098,0.9737269313843697,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
110,0,0.49242424242424243,0.9655265638842865,0.9752630605992572,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
111,0,0.1856060606060606,0.981325995440718,0.9801635084799862,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
112,0,0.14772727272727273,0.9825733957992107,0.9662767046921807,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
113,0,0.8484848484848485,0.9655070767867493,0.9757378419378071,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
114,0,0.16666666666666666,0.9683584214982317,0.9806677037577245,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
115,0,0.07954545454545456,0.9713253115422633,0.9695146229166589,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
116,0,0.12878787878787878,0.9818934646544443,0.9784990831228697,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
117,0,0.42424242424242425,0.990189664754704,0.9719827642877554,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
118,0,0.08712121212121213,0.985260950222532,0.9763581641812671,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
119,0,0.20454545454545456,0.9774743541676785,0.9716900313836305,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
120,0,0.36742424242424243,0.9757170003116085,0.9840999618964119,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
121,0,0.015151515151515152,0.979064957670139,0.9858657766738403,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
122,0,0.17803030303030304,0.9701600529999718,0.9614801534490347,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
123,0,0.3560606060606061,0.9733121526946471,0.9727636707397522,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
124,0,0.23484848484848483,0.9914183591440419,0.9922752635926138,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
125,0,0.007575757575757576,0.9663600895362241,0.9733027224526971,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
126,0,0.28030303030303033,0.9826957657271,0.9660431054246317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
127,0,0.07575757575757575,0.9900469854888752,0.9848434435442819,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
128,0,0.10984848484848483,0.9855787461380652,0.9781560224184318,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
129,0,0.06818181818181818,0.972319359076762,0.9678048230421297,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
130,0,0.2462121212121212,0.9704425953582514,0.9662829421595376,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
131,0,0.42045454545454547,0.965370399875858,0.9727050874679399,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
132,0,0.5075757575757576,0.9773764253357511,0.9721681149107759,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
133,0,0.36363636363636365,0.9728613593940235,0.975122901038727,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
134,0,0.05303030303030303,0.9877381344388958,0.9752208048155175,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
135,0,0.12121212121212122,0.9733976862525084,0.9761876122552984,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
136,0,0.3446969696969697,0.9736469278744901,0.9628072663559344,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
137,0,0.034090909090909095,0.9894926721215875,0.9700118469073544,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
138,0,0.022727272727272728,0.983153465847104,0.9796431691691012,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
139,0,0.23863636363636362,0.9802228777168389,0.9705469237636528,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
140,0,0.022727272727272728,0.9827932012147862,0.9791558517442027,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
141,0,0.19318181818181818,0.9852519055781055,0.9696259800544098,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
142,0,0.07575757575757575,0.9831060636879048,0.9795172579408593,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
143,0,0.1856060606060606,0.980936376826034,0.9722573351545876,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
144,0,0.10984848484848483,0.9902811389994727,0.9827361580050749,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
145,0,0.022727272727272728,0.982277553702422,0.9565417915510537,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
146,0,0.2424242424242424,0.9683804369850063,0.9746759436967061,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
147,0,0.07196969696969696,0.986289449629892,0.984939940833339,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
148,0,0.2462121212121212,0.9937794841276049,0.9761448672584372,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
149,0,0.10606060606060605,0.9808501443638308,0.9977241193873247,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
150,0,0.5833333333333334,0.9857495665816668,0.9713957085368463,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
151,0,0.056818181818181816,0.9786154799541591,0.9730627634145108,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
152,0,0.8030303030303031,0.9738388182284037,0.9791352436412808,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
153,0,0.056818181818181816,0.9878670617339943,0.975420770680671,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
154,0,0.026515151515151512,0.991187494595054,0.9810755240496825,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
155,0,0.3068181818181818,0.9722574238184503,0.9709853810276137,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
156,0,0.393939393939394,0.9698624841983381,0.9797259073389952,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
157,0,0.2424242424242424,0.9692152576655777,0.9755919952746872,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
158,0,0.268939393939394,0.9731890221943857,0.9722915800733922,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
159,0,0.11742424242424243,0.9860402285639203,0.9708771426235394,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
160,0,0.33712121212121215,0.9816809155104201,0.9870884425783899,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
161,0,0.25378787878787884,0.9730776086198585,0.979306529386939,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
162,0,0.03787878787878788,0.9849748105624918,0.9748740138609939,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
163,0,0.1590909090909091,0.9877865849546079,0.9541411004396707,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
164,0,0.14772727272727273,0.9807133441168792,0.9768033481257099,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
165,0,0.1553030303030303,0.9926176378829833,0.9599171786638685,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
166,0,0.4166666666666667,0.9641605759037557,0.9649880561672894,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
167,0,0.04924242424242425,0.9810011282577241,0.9816832490551555,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
168,0,0.05303030303030303,0.9854068978939606,0.973016838532331,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
169,0,0.10984848484848483,0.994035324228816,0.9835798060404457,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
170,0,0.12878787878787878,0.9675696257241856,0.979403760495682,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
171,0,0.22348484848484848,0.9765787082533386,0.9865710996979047,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
172,0,0.12878787878787878,0.9739687527679952,0.9615122580604094,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
173,0,0.17803030303030304,0.9835837853617074,0.9687215472881618,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
174,0,0.06439393939393939,0.9696884775731771,0.9687011837918043,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
175,0,0.2878787878787879,0.9836491534736994,0.9780734677034602,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
176,0,0.04924242424242425,0.984009705890158,0.9803311862788426,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
177,0,0.2196969696969697,0.9771720780397409,0.9641496060213797,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
178,0,0.27272727272727276,0.9742483967288562,0.9915711636013675,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
179,0,0.2159090909090909,0.9931887455104902,0.9756250783123157,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
180,0,0.12121212121212122,0.9795977694509035,0.9638648839821862,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
181,0,0.12121212121212122,0.9935080625707677,0.9747736640185742,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
182,0,0.16666666666666666,0.9859004476955098,0.9762529833592275,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
183,0,0.3825757575757576,0.982364402844927,0.9809494293665182,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
184,0,0.07196969696969696,0.971965816259734,0.9796215214882871,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
185,0,0.07196969696969696,0.9772901517615277,0.9677657471437122,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
