,valeur_fonciere
2421,472000
2422,2492360
2423,1105470
2424,491400
2425,205000
2426,504700
2427,295000
2428,1002500
2429,2621359
2430,1048000
2431,650000
2432,348450
2433,400000
2434,420000
2435,711000
2436,394000
2437,137000
2438,882500
2439,330000
2440,410650
2441,1010550
2442,520000
2443,970000
2444,1665000
2445,420000
2446,290000
2447,353250
2448,318500
2449,296000
2450,578800
2451,672750
2452,370000
2453,1626850
2454,740000
2455,2100000
2456,248000
2457,338100
2458,542500
2459,255000
2460,1154000
2461,260000
2462,1390000
2463,220000
2464,363700
2465,375400
2466,4600000
2467,910000
2468,338000
2469,1025000
2470,518650
2471,340000
2472,550000
2473,172580
2474,329830
2475,455000
2476,205000
2477,2075000
2478,235000
2479,670000
2480,191900
2481,511000
2482,1405010
2483,415000
2484,444530
2485,138000
2486,195000
2487,946000
2488,225000
2489,200780
2490,470000
2491,1190000
2492,330000
2493,400000
2494,393900
2495,385000
2496,333000
2497,673000
2498,172000
2499,165000
2500,395000
2501,219600
2502,191000
2503,261920
2504,72000
2505,412800
2506,649800
2507,564700
2508,356500
2509,2273147
2510,768000
2511,170000
2512,699530
2513,302000
2514,345000
2515,340000
2516,310000
2517,168000
2518,830000
2519,435300
2520,281000
2521,1034380
2522,570000
2523,1180000
2524,395000
2525,295000
2526,1000000
2527,700000
2528,411809
2529,296200
2530,350000
2531,1465000
2532,250000
2533,1189400
2534,1000000
2535,679000
2536,273000
2537,295000
2538,315000
2539,520000
2540,445000
2541,793000
2542,217000
2543,425000
2544,185000
2545,794250
2546,601500
2547,317000
2548,465000
2549,320000
2550,515000
2551,308650
2552,563070
2553,960000
2554,1770000
2555,760000
2556,702000
2557,657563
2558,749990
2559,555000
2560,624385
2561,375000
2562,975000
2563,1065000
2564,649400
2565,375000
2566,700000
2567,400000
2568,470249
2569,1050000
2570,349500
2571,295000
2572,899345
2573,255000
2574,331667
2575,320000
2576,401675
2577,425000
2578,500000
2579,133906
2580,869625
2581,250000
2582,287000
2583,284340
2584,385000
2585,929000
2586,672000
2587,575000
2588,257000
2589,720000
2590,160000
2591,483800
2592,737500
2593,816275
2594,2169320
2595,572816
2596,2300000
2597,180000
2598,439350
2599,360000
2600,790000
2601,267500
2602,680000
2603,955000
2604,339150
2605,270600
2606,385000
2607,558500
2608,300000
2609,340000
2610,272000
2611,722500
2612,505000
2613,284729
2614,686000
2615,459000
2616,215000
2617,319089
2618,380000
2619,165800
2620,352000
2621,209600
2622,487463
2623,157000
2624,545184
2625,622750
2626,1573890
2627,744000
2628,340500
2629,376000
2630,4123000
2631,446500
2632,1265000
2633,855000
2634,910000
2635,1500000
2636,420000
2637,220000
2638,1402400
2639,590000
2640,110000
2641,456257
2642,300000
2643,456250
2644,574420
2645,362000
2646,90000
2647,1581000
2648,273500
2649,991500
2650,280000
2651,342000
2652,278000
2653,489000
2654,2801244
2655,157000
2656,1140930
2657,310000
2658,800602
2659,251000
2660,200000
2661,1400000
2662,496200
2663,685000
2664,438030
2665,150000
2666,1021600
2667,1060000
2668,361600
2669,565000
2670,1120000
2671,253500
2672,1980000
2673,954395
2674,288533
2675,1190000
2676,865000
2677,1237500
2678,343000
2679,330000
2680,813750
2681,354500
2682,141000
2683,471170
2684,233000
2685,590000
2686,1070192
2687,727700
2688,235000
2689,524000
2690,645000
2691,870000
2692,260000
2693,273000
2694,603000
2695,455000
2696,270000
2697,2500000
2698,348450
2699,147000
2700,345000
2701,550724
2702,2149800
2703,206000
2704,212000
2705,178540
2706,720000
2707,343332
2708,407000
2709,385000
2710,315000
2711,321000
2712,1110000
2713,354000
2714,520000
2715,1850961
2716,280000
2717,715950
2718,620000
2719,350000
2720,1310000
2721,451500
2722,645000
2723,312500
2724,420000
2725,380000
2726,640000
2727,480000
2728,537000
2729,1130000
2730,245000
2731,190000
2732,395000
2733,410000
2734,499600
2735,404000
2736,135000
2737,1724700
2738,1275000
2739,547000
2740,120000
2741,1092500
2742,295900
2743,320000
2744,605000
2745,393000
2746,290000
2747,717700
2748,1299000
2749,200000
2750,4291180
2751,699000
2752,595800
2753,390000
2754,1335000
2755,306000
2756,684150
2757,328000
2758,310000
2759,360000
2760,858810
2761,493500
2762,1707850
2763,916100
2764,735500
2765,320000
2766,554022
2767,270000
2768,422350
2769,350000
2770,296634
2771,530000
2772,1075000
2773,825400
2774,197921
2775,2020000
2776,600000
2777,390000
2778,664000
2779,507000
2780,2000000
2781,1850000
2782,590000
2783,603860
2784,420000
2785,420000
2786,838400
2787,1935150
2788,2857500
2789,806000
2790,1590000
2791,236350
2792,320000
2793,503800
2794,1240180
2795,1119700
2796,305000
2797,325000
2798,595200
2799,875000
2800,1000000
2801,627000
2802,1538800
2803,250000
2804,512500
2805,930000
2806,780000
2807,987600
2808,230000
2809,1335000
2810,608000
2811,730000
2812,595000
2813,350000
2814,325000
2815,554000
2816,561905
2817,259000
2818,1350000
2819,165000
2820,605400
2821,295000
2822,424000
2823,890700
2824,490000
2825,531213
2826,1272500
2827,560000
2828,3350000
2829,624540
2830,530000
2831,1600000
2832,1915250
2833,580000
2834,515000
2835,780000
2836,325000
2837,208000
2838,1601000
2839,380000
2840,330250
2841,750000
2842,450000
2843,635000
2844,565000
2845,445000
2846,340000
2847,615000
2848,277623
2849,320000
2850,315000
2851,726500
2852,1022000
2853,410400
2854,362162
2855,449500
2856,339000
2857,325000
2858,910000
2859,650000
2860,550000
2861,270000
2862,705000
2863,358000
2864,325000
2865,500000
2866,346000
2867,513000
2868,326000
2869,310000
2870,620300
2871,414000
2872,430000
2873,220000
2874,345000
2875,525000
2876,240000
2877,373700
2878,270000
2879,622600
2880,275000
2881,534997
2882,2340000
2883,305000
2884,325000
2885,480000
2886,228000
2887,225000
2888,250800
2889,327000
2890,200000
2891,425000
2892,350000
2893,258000
2894,265000
2895,660000
2896,261905
2897,541800
2898,331000
2899,349000
2900,380000
2901,401400
2902,63000
2903,650000
2904,313000
2905,310000
2906,530000
2907,820000
2908,1045000
2909,765000
2910,352500
2911,207000
2912,520000
2913,190000
2914,2540500
2915,625000
2916,932600
2917,1655000
2918,1199550
2919,501000
2920,380000
2921,114000
2922,390000
2923,500000
2924,465000
2925,339000
2926,130000
2927,390000
2928,923000
2929,1772200
2930,633830
2931,187000
2932,567140
2933,1584500
2934,387950
2935,175000
2936,545620
2937,131000
2938,153000
2939,884235
2940,379100
2941,760000
2942,483091
2943,488000
2944,327000
2945,857000
2946,750000
2947,745000
2948,166900
2949,1040000
2950,530000
2951,1140000
2952,704900
2953,440000
2954,150000
2955,2951100
2956,242000
2957,921950
2958,1202800
2959,1232000
2960,287500
2961,530000
2962,450000
2963,190000
2964,735000
2965,110000
2966,2800000
2967,490500
2968,1021500
2969,298077
2970,1750000
2971,1429700
2972,640000
2973,195000
2974,493000
2975,607000
2976,168200
2977,777000
2978,333500
2979,291750
2980,1551000
2981,282952
2982,1017200
2983,350000
2984,649000
2985,300000
2986,490000
2987,320000
2988,1758250
2989,253860
2990,1080050
2991,290000
2992,144545
2993,265000
2994,288000
2995,215000
2996,335830
2997,151000
2998,139500
2999,480000
3000,949900
3001,374000
3002,1395000
3003,552820
3004,1109680
3005,162000
3006,690000
3007,603550
3008,440000
3009,182000
3010,310000
3011,138179
3012,640000
3013,925000
3014,650000
3015,730000
3016,429000
3017,154000
3018,87000
3019,936600
3020,313540
3021,850000
3022,385000
3023,437150
3024,488000
3025,699000
3026,303790
3027,400000
3028,310000
3029,370000
3030,454150
3031,373000
3032,365500
3033,288040
3034,434000
3035,2326000
3036,1000000
3037,312500
3038,1530050
3039,1270000
3040,410000
3041,390000
3042,3308090
3043,523000
3044,1219500
3045,210000
3046,568700
3047,607100
3048,1159000
3049,975000
3050,502000
3051,240000
3052,239500
3053,910000
3054,129800
3055,756000
3056,530000
3057,636300
3058,1750000
3059,1050000
3060,740560
3061,130000
3062,216000
3063,243000
3064,398135
3065,480000
3066,285000
3067,570000
3068,1205000
3069,997750
3070,471250
3071,670000
3072,567200
3073,280000
3074,355000
3075,220000
3076,105000
3077,837600
3078,2559997
3079,321200
3080,300500
3081,225000
3082,175000
3083,317500
3084,400332
3085,285000
3086,190000
3087,781800
3088,390000
3089,838000
3090,527000
3091,335000
3092,1372000
3093,1788000
3094,100000
3095,115000
3096,196800
3097,503880
3098,200000
3099,1440000
3100,445000
3101,605000
3102,834725
3103,513000
3104,410305
3105,1490000
3106,175000
3107,238000
3108,1614850
3109,214000
3110,320000
3111,1925000
3112,330000
3113,142895
3114,170000
3115,175000
3116,491230
3117,321155
3118,430000
3119,1524300
3120,365000
3121,421000
3122,510000
3123,300000
3124,965000
3125,565000
3126,615000
3127,1450000
3128,740000
3129,435000
3130,941602
3131,390000
3132,176465
3133,95000
3134,310426
3135,315000
3136,425000
3137,425000
3138,297800
3139,1073800
3140,310000
3141,320000
3142,309000
3143,734900
3144,529000
3145,560000
3146,320000
3147,1992000
3148,582500
3149,1086000
3150,1230000
3151,481000
3152,407000
3153,365000
3154,260000
3155,860000
3156,250000
3157,295000
3158,1292100
3159,197000
3160,204300
3161,605000
3162,979480
3163,1108200
3164,140000
3165,368741
3166,545000
3167,430000
3168,667500
3169,424000
3170,1199850
3171,335000
3172,1150000
3173,486000
3174,1030900
3175,538500
3176,1027000
3177,552000
3178,265000
3179,345865
3180,224000
3181,505000
3182,275000
3183,334000
3184,200000
3185,815000
3186,350000
3187,2445000
3188,422000
3189,540474
3190,373100
3191,500000
3192,545000
3193,385000
3194,217950
3195,764165
3196,584800
3197,1310679
3198,527000
3199,890000
3200,450000
3201,784000
3202,367000
3203,548000
3204,150000
3205,2641400
3206,350000
3207,252000
3208,655000
3209,810000
3210,725000
3211,3453100
3212,937900
3213,524000
3214,467000
3215,300000
3216,1715000
3217,244000
3218,771750
3219,280000
3220,675000
3221,640000
3222,218000
3223,1395000
3224,1019308
3225,440000
3226,785000
3227,770300
3228,825000
3229,451000
3230,2150000
3231,255000
3232,522000
3233,2080000
3234,340000
3235,372000
3236,1050000
3237,777500
3238,1040000
3239,1650000
3240,525300
3241,389883
3242,700000
3243,1380000
3244,3820000
3245,395000
3246,1520000
3247,629000
3248,1075000
3249,1500000
3250,364950
3251,381995
3252,525000
3253,406970
3254,424000
3255,531400
3256,534326
3257,365000
3258,2730000
3259,716750
3260,230000
3261,162000
3262,522000
3263,775000
3264,160000
3265,1110245
3266,985222
3267,215000
3268,291000
3269,558500
3270,570000
3271,340000
3272,488000
3273,933900
3274,252000
3275,1500000
3276,152500
3277,460000
3278,1060700
3279,157300
3280,1130000
3281,105000
3282,169000
3283,415000
3284,273250
3285,618120
3286,380000
3287,700700
3288,790800
3289,260000
3290,145000
3291,235000
3292,1070000
3293,330500
3294,908250
3295,137500
3296,1720000
3297,453750
3298,128000
3299,80000
3300,295000
3301,610000
3302,562000
3303,620000
3304,609920
3305,290000
3306,279000
3307,277000
3308,540000
3309,513000
3310,1680000
3311,270000
3312,99000
3313,720000
3314,1550000
3315,1991500
3316,172000
3317,406480
3318,350000
3319,900000
3320,452299
3321,839000
3322,690000
3323,525952
3324,460600
3325,875830
3326,765000
3327,459000
3328,1009850
3329,448000
3330,299000
3331,535000
3332,260000
3333,215000
3334,1898100
3335,663462
3336,1700000
3337,270000
3338,200000
3339,620000
3340,480000
3341,720000
3342,735466
3343,377500
3344,624300
3345,515000
3346,148000
3347,480000
3348,590000
3349,195000
3350,945000
3351,660550
3352,349669
3353,210000
3354,1790000
3355,900000
3356,251300
3357,350000
3358,900000
3359,3295000
3360,3757450
3361,2127700
3362,1085000
3363,508670
3364,95000
3365,115000
3366,1810000
3367,2081450
3368,1190000
3369,350000
3370,504800
3371,746100
3372,399000
3373,97200
3374,150000
3375,425000
3376,335000
3377,498000
3378,310000
3379,475000
3380,1255550
3381,1232000
3382,460000
3383,200000
3384,725000
3385,360000
3386,144000
3387,185000
3388,56500
3389,135000
3390,707000
3391,2500000
3392,330000
3393,505000
3394,386810
3395,582680
3396,245000
3397,530700
3398,710000
3399,569900
3400,847000
3401,2234000
3402,141480
3403,369000
3404,670000
3405,438000
3406,1100000
3407,560000
3408,1010500
3409,470000
3410,150000
3411,279150
3412,175000
3413,220000
3414,540000
3415,247840
3416,243000
3417,565000
3418,462000
3419,152000
3420,509000
3421,478080
3422,1410000
3423,333730
3424,430000
3425,530000
3426,160000
3427,490000
3428,268547
3429,1484500
3430,1000000
3431,315000
3432,516300
3433,462050
3434,540000
3435,362000
3436,1075000
3437,269400
3438,210000
3439,160000
3440,250000
3441,392400
3442,440000
3443,594500
3444,680000
3445,484200
3446,136000
3447,543259
3448,655000
3449,626000
3450,650000
3451,1884000
3452,268985
3453,859350
3454,252000
3455,462000
3456,287940
3457,1695400
3458,690000
3459,3050000
3460,495000
3461,230000
3462,1650000
3463,250000
3464,490000
3465,1791900
3466,242000
3467,2860000
3468,550000
3469,611900
3470,415475
3471,600680
3472,412500
3473,690700
3474,233000
3475,586000
3476,2774820
3477,505000
3478,375000
3479,1212500
3480,168000
3481,1087750
3482,895000
3483,960000
3484,202250
3485,97000
3486,4293200
3487,124000
3488,718500
3489,830000
3490,359000
3491,1320000
3492,2700000
3493,318000
3494,280320
3495,2000000
3496,840000
3497,541500
3498,1600000
3499,416000
3500,540284
3501,812000
3502,290000
3503,305000
3504,282000
3505,400000
3506,520000
3507,389310
3508,245515
3509,383700
3510,232800
3511,840000
3512,1417000
3513,1340000
3514,225000
3515,603865
3516,1150000
3517,265000
3518,307200
3519,669000
3520,180000
3521,500000
3522,1376100
3523,190000
3524,524890
3525,398500
3526,910000
3527,525000
3528,500000
3529,684460
3530,1858450
3531,217500
3532,1400000
3533,354000
3534,481500
3535,445000
3536,964000
3537,190000
3538,1248700
3539,305000
3540,549000
3541,302800
3542,277500
3543,274650
3544,865805
3545,1005000
3546,462600
3547,510000
3548,512000
3549,276445
3550,548152
3551,618700
3552,685000
3553,1015000
3554,482000
3555,450000
3556,135000
3557,185000
3558,450000
3559,575000
3560,214000
3561,1239134
3562,141510
3563,1198000
3564,630810
3565,180000
3566,971154
3567,355000
3568,1142000
3569,320000
3570,562000
3571,680000
3572,744310
3573,245000
3574,430000
3575,520000
3576,1275000
3577,449000
3578,390000
3579,380000
3580,255000
3581,310000
3582,895000
3583,310000
3584,810000
3585,548150
3586,366000
3587,430000
3588,877500
3589,1825000
3590,400000
3591,825000
3592,1245000
3593,1775000
3594,981100
3595,618700
3596,400000
3597,446900
3598,1156000
3599,302000
3600,1364000
3601,587000
3602,545100
3603,985000
3604,250000
3605,920000
3606,142770
3607,213200
3608,295000
3609,166000
3610,337400
3611,2505000
3612,275000
3613,1150000
3614,366520
3615,100000
3616,448780
3617,170000
3618,200000
3619,931000
3620,799000
3621,843688
3622,4550000
3623,1094180
3624,327000
3625,1550000
3626,380000
3627,300000
3628,410850
3629,2805000
3630,350000
3631,780000
3632,350000
3633,203575
3634,337700
3635,245000
3636,375000
3637,310000
3638,1663125
3639,525980
3640,552500
3641,846000
3642,1705000
3643,1717100
3644,455000
3645,775000
3646,3288100
3647,1200000
3648,443750
3649,464000
3650,281000
3651,295850
3652,860000
3653,1705000
3654,600000
3655,1424860
3656,220000
3657,174600
3658,396000
3659,3050000
3660,727000
3661,130000
3662,325000
3663,119000
3664,540000
3665,1259000
3666,229000
3667,1768000
3668,616200
3669,285000
3670,431700
3671,495000
3672,620000
3673,648500
3674,250000
3675,590000
3676,508000
3677,600000
3678,237600
3679,385000
3680,277405
3681,378500
3682,394298
3683,581144
3684,1572000
3685,530000
3686,792500
3687,288000
3688,706247
3689,359140
3690,407520
3691,740000
3692,259000
3693,860000
3694,199000
3695,380000
3696,444000
3697,170425
3698,1170000
3699,1723207
3700,344000
3701,230000
3702,338000
3703,310000
3704,791900
3705,579000
3706,839731
3707,890000
3708,189000
3709,2027000
3710,120000
3711,702000
3712,775000
3713,1900000
3714,1600000
3715,390000
3716,340000
3717,315000
3718,600000
3719,632000
3720,433000
3721,267680
3722,299000
3723,320000
3724,668000
3725,395000
3726,364957
3727,2300000
3728,855688
3729,3000000
3730,813500
3731,455000
3732,1369200
3733,400000
3734,900000
3735,1500000
3736,280000
3737,2100000
3738,1180000
3739,990000
3740,622500
3741,1550000
3742,493500
3743,1246500
3744,320000
3745,285000
3746,180000
3747,729750
3748,230000
3749,550000
3750,1150000
3751,324700
3752,371500
3753,935780
3754,542857
3755,1355000
3756,900000
3757,1660000
3758,400000
3759,512000
3760,500000
3761,385000
3762,235000
3763,130000
3764,270476
3765,470000
3766,1361500
3767,700000
3768,2350000
3769,559000
3770,1127000
3771,653400
3772,360000
3773,565000
3774,546750
3775,620000
3776,480000
3777,200000
3778,210000
3779,585000
3780,1567308
3781,427000
3782,380000
3783,504723
3784,380000
3785,1283000
3786,1030000
3787,420000
3788,255000
3789,965000
3790,318400
3791,693000
3792,760000
3793,385000
3794,2779000
3795,279000
3796,561000
3797,811600
3798,530000
3799,1065850
3800,418000
3801,170000
3802,270000
3803,600000
3804,259000
3805,1128000
3806,1252037
3807,1200000
3808,755000
3809,662000
3810,65000
3811,565000
3812,295225
3813,2692900
3814,380000
3815,3714286
3816,282000
3817,655700
3818,620000
3819,485000
3820,515020
3821,725000
3822,244000
3823,1080000
3824,400000
3825,655000
3826,350000
3827,528000
3828,280000
3829,927800
3830,797780
3831,353000
3832,280000
3833,660000
3834,869100
3835,932220
3836,340000
3837,530000
3838,398980
3839,420850
3840,275000
3841,674000
3842,704000
3843,378820
3844,525000
3845,849200
3846,325000
3847,152000
3848,686000
3849,880800
3850,792500
3851,267800
3852,374900
3853,232000
3854,455000
3855,296735
3856,354500
3857,1227000
3858,259000
3859,460000
3860,534600
3861,222300
3862,500300
3863,360000
3864,365000
3865,326000
3866,380200
3867,828520
3868,430000
3869,235000
3870,767000
3871,170000
3872,300000
3873,160000
3874,353000
3875,498000
3876,1200000
3877,1113200
3878,638000
3879,300000
3880,1500000
3881,750000
3882,698000
3883,330350
3884,390000
3885,656700
3886,1244700
3887,570000
3888,200000
3889,299000
3890,300000
3891,227450
3892,626100
3893,375000
3894,1300000
3895,99800
3896,599000
3897,292000
3898,446600
3899,1988650
3900,160380
3901,959800
3902,465050
3903,379767
3904,297000
3905,292000
3906,779700
3907,757745
3908,1068600
3909,186000
3910,306900
3911,335000
3912,134000
3913,438450
3914,408500
3915,1097550
3916,380270
3917,265000
3918,688450
3919,254920
3920,385000
3921,2333000
3922,539700
3923,253000
3924,345500
3925,422363
3926,335000
3927,519000
3928,650000
3929,270000
3930,306500
3931,1514200
3932,370000
3933,250000
3934,716000
3935,464000
3936,200000
3937,647900
3938,1387000
3939,610000
3940,480875
3941,920000
3942,1669010
3943,675200
3944,930000
3945,1380000
3946,926000
3947,210000
3948,303056
3949,600000
3950,400000
3951,216500
3952,357285
3953,490000
3954,410000
3955,815000
3956,240000
3957,1100000
3958,680000
3959,470000
3960,716200
3961,275000
3962,2200000
3963,298050
3964,1935000
3965,585000
3966,280164
3967,580000
3968,940000
3969,345000
3970,237000
3971,213000
3972,375000
3973,520000
3974,1858600
3975,2791026
3976,285000
3977,580630
3978,254000
3979,259000
3980,740000
3981,1547750
3982,1000000
3983,270250
3984,1741030
3985,863309
3986,1130000
3987,194800
3988,2305000
3989,1950000
3990,328900
3991,1832000
3992,300000
3993,617600
3994,871500
3995,830000
3996,300000
3997,290000
3998,1204000
3999,370000
4000,2763000
4001,915000
4002,394000
4003,1044700
4004,620000
4005,278000
4006,1246500
4007,519000
4008,398000
4009,410000
4010,159800
4011,692000
4012,667500
4013,1102000
4014,510000
4015,1292000
4016,420000
4017,320000
4018,390000
4019,1035500
4020,1250000
4021,410000
4022,505000
4023,322520
4024,552000
4025,243000
4026,600000
4027,525000
4028,543467
4029,900000
4030,391000
4031,458700
4032,360507
4033,380000
4034,4050000
4035,1690000
4036,445000
4037,467500
4038,3100000
4039,357000
4040,405000
4041,230000
4042,315000
4043,233000
4044,430000
4045,925000
4046,1000000
4047,919600
4048,1730000
4049,132965
4050,268000
4051,541000
4052,311050
4053,510000
4054,956700
4055,823680
4056,317850
4057,550000
4058,290000
4059,220000
4060,725000
4061,378250
4062,585000
4063,435000
4064,1386635
4065,599000
4066,208000
4067,460750
4068,450000
4069,1000000
4070,206000
4071,835200
4072,330000
4073,216000
4074,360000
4075,247350
4076,361975
4077,265260
4078,310000
4079,320000
4080,360000
4081,180000
4082,375000
4083,214000
4084,1350050
4085,539560
4086,644405
4087,242500
4088,349300
4089,462300
4090,530000
4091,95000
4092,580000
4093,445000
4094,870000
4095,609000
4096,280000
4097,264000
4098,375000
4099,231400
4100,760000
4101,270000
4102,810000
4103,292000
4104,293000
4105,1167450
4106,380000
4107,335500
4108,605000
4109,420000
4110,805000
4111,735000
4112,610000
4113,1319128
4114,614000
4115,386050
4116,865000
4117,360000
4118,515150
4119,819250
4120,441480
4121,598500
4122,560000
4123,281000
4124,970732
4125,238000
4126,1268900
4127,657000
4128,760000
4129,260000
4130,485000
4131,740000
4132,410000
4133,350000
4134,730000
4135,250950
4136,1850000
4137,372000
4138,361969
4139,353700
4140,327600
4141,377000
4142,288000
4143,441000
4144,390000
4145,320000
4146,815000
4147,224000
4148,1420000
4149,547200
4150,166000
4151,730000
4152,127400
4153,314300
4154,715000
4155,732500
4156,980000
4157,773200
4158,280000
4159,932000
4160,795000
4161,1005900
4162,335000
4163,692600
4164,455000
4165,1624816
4166,115000
4167,249000
4168,293000
4169,470000
4170,623000
4171,577000
4172,346000
4173,1157200
4174,1430400
4175,571000
4176,430410
4177,365000
4178,377000
4179,386072
4180,644000
4181,1125000
4182,351700
4183,194000
4184,300000
4185,520270
4186,301000
4187,350000
4188,534600
4189,168500
4190,449500
4191,1443810
4192,708000
4193,490000
4194,566000
4195,829000
4196,165000
4197,223000
4198,305000
4199,510000
4200,370000
4201,1080000
4202,335000
4203,337142
4204,376000
4205,2450000
4206,105000
4207,366000
4208,305000
4209,612000
4210,199500
4211,161000
4212,470000
4213,87000
4214,552000
4215,370000
4216,410000
4217,387500
4218,230000
4219,310000
4220,1064000
4221,269000
4222,614100
4223,1058000
4224,500000
4225,360000
4226,667200
4227,1350000
4228,721350
4229,790000
4230,720000
4231,140000
4232,160000
4233,160000
4234,571000
4235,230000
4236,262000
4237,350000
4238,600000
4239,650000
4240,200000
4241,224550
4242,889700
4243,640000
4244,415000
4245,490000
4246,495000
4247,1440000
4248,270000
4249,325000
4250,1318000
4251,620000
4252,167500
4253,442450
4254,1057692
4255,614000
4256,647000
4257,355000
4258,1100000
4259,240000
4260,412750
4261,745000
4262,798800
4263,312000
4264,1075000
4265,240000
4266,337035
4267,674950
4268,260000
4269,214000
4270,193000
4271,4490000
4272,1206310
4273,164000
4274,333300
4275,851000
4276,1150000
4277,238000
4278,664200
4279,624000
4280,267000
4281,175000
4282,3035000
4283,1234600
4284,620000
4285,845000
4286,2550000
4287,309000
4288,432500
4289,240000
4290,315000
4291,440000
4292,359000
4293,878000
4294,431862
4295,257201
4296,400000
4297,950000
4298,880000
4299,663100
4300,460000
4301,495000
4302,237000
4303,495950
4304,245500
4305,562000
4306,390000
4307,238550
4308,360000
4309,710100
4310,245000
4311,731250
4312,733850
4313,891342
4314,350000
4315,915000
4316,210000
4317,408700
4318,225000
4319,1820000
4320,537334
4321,553000
4322,581300
4323,202000
4324,2150000
4325,775000
4326,455000
4327,569000
4328,287000
4329,299000
4330,261550
4331,635000
4332,1286450
4333,86000
4334,1395750
4335,365000
4336,375300
4337,277950
4338,1174520
4339,835000
4340,410000
4341,703270
4342,610000
4343,673000
4344,179000
4345,285000
4346,228000
4347,410900
4348,730500
4349,215000
4350,215000
4351,420000
4352,450000
4353,320000
4354,290000
4355,418340
4356,353054
4357,480000
4358,1100000
4359,388032
4360,505000
4361,308500
4362,457000
4363,218000
4364,715000
4365,430000
4366,250000
4367,265000
4368,254000
4369,270810
4370,520000
4371,815000
4372,888000
4373,3590000
4374,195710
4375,610000
4376,1365000
4377,672500
4378,820000
4379,902000
4380,1465397
4381,284000
4382,530000
4383,500000
4384,325000
4385,312900
4386,1222000
4387,585000
4388,297000
4389,51240
4390,182730
4391,407000
4392,278000
4393,527900
4394,180000
4395,227000
4396,577000
4397,353000
4398,517900
4399,1599900
4400,731750
4401,387000
4402,625450
4403,415000
4404,345000
4405,863714
4406,147242
4407,1520000
4408,165000
4409,340000
4410,1548055
4411,249000
4412,600000
4413,545000
4414,2764500
4415,195900
4416,692500
4417,1473000
4418,735000
4419,1182000
4420,299400
4421,378150
4422,592500
4423,1640000
4424,319000
4425,1900000
4426,586600
4427,1262136
4428,600000
4429,790000
4430,302000
4431,600000
4432,210720
4433,126900
4434,334650
4435,100000
4436,380000
4437,295000
4438,265000
4439,580000
4440,520670
4441,590000
4442,303000
4443,572200
4444,391600
4445,370000
4446,480800
4447,700700
4448,75000
4449,332000
4450,91500
4451,88400
4452,210000
4453,516519
4454,278850
4455,606900
4456,365070
4457,399800
4458,630000
4459,877640
4460,390600
4461,275000
4462,1160000
4463,1530000
4464,806300
4465,516750
4466,295000
4467,393000
4468,130000
4469,527895
4470,710600
4471,225000
4472,150000
4473,265000
4474,720000
4475,258057
4476,115000
4477,180000
4478,410000
4479,400000
4480,300000
4481,348000
4482,324000
4483,490400
4484,594359
4485,2145000
4486,865540
4487,488000
4488,868000
4489,580000
4490,345000
4491,1522500
4492,560000
4493,518000
4494,495000
4495,2700000
4496,664253
4497,650000
4498,395000
4499,800000
4500,300000
4501,1045000
4502,253000
4503,255000
4504,256800
4505,478150
4506,350000
4507,1075000
4508,769700
4509,554500
4510,1100000
4511,311573
4512,632500
4513,487000
4514,931000
4515,200000
4516,646000
4517,750000
4518,989730
4519,197577
4520,585000
4521,198000
4522,397950
4523,405000
4524,572650
4525,560000
4526,638000
4527,430000
4528,580000
4529,140000
4530,710000
4531,581350
4532,330000
4533,343580
4534,501600
4535,1910000
4536,600700
4537,1103846
4538,654000
4539,360000
4540,285000
4541,509607
4542,900000
4543,560600
4544,366100
4545,509100
4546,180000
4547,695650
4548,1071840
4549,670000
4550,170000
4551,450000
4552,250000
4553,329756
4554,740000
4555,450000
4556,1255000
4557,575000
4558,450000
4559,305000
4560,545000
4561,185000
4562,375950
4563,1175000
4564,608000
4565,422000
4566,1025000
4567,830000
4568,1023000
4569,300600
4570,990000
4571,340000
4572,182000
4573,2301000
4574,850000
4575,290000
4576,1280000
4577,275000
4578,685000
4579,293605
4580,350000
4581,330000
4582,337000
4583,876350
4584,1350000
4585,670000
4586,588400
4587,1610000
4588,333000
4589,1210000
4590,1873500
4591,250000
4592,399000
4593,126280
4594,765000
4595,145000
4596,635000
4597,530000
4598,770000
4599,2150000
4600,650000
4601,606225
4602,427500
4603,305000
4604,100000
4605,319000
4606,580000
4607,876560
4608,445000
4609,1340000
4610,362000
4611,505631
4612,567000
4613,350000
4614,189000
4615,650000
4616,1351100
4617,920000
4618,487800
4619,710550
4620,1046800
4621,253000
4622,380000
4623,223000
4624,890000
4625,1384580
4626,1310469
4627,973000
4628,262000
4629,361550
4630,304000
4631,1080000
4632,1266575
4633,225000
4634,1670000
4635,212300
4636,1547400
4637,3735000
4638,3680000
4639,615000
4640,1239000
4641,300000
4642,2800000
4643,318800
4644,390000
4645,600000
4646,335000
4647,180000
4648,447700
4649,165000
4650,1450000
4651,621000
4652,580000
4653,637400
4654,470000
4655,1700000
4656,234000
4657,1324925
4658,504550
4659,535000
4660,650000
4661,229000
4662,525000
4663,976000
4664,522000
4665,2844000
4666,337150
4667,139000
4668,3540000
4669,630000
4670,280000
4671,954900
4672,100000
4673,530000
4674,424990
4675,289300
4676,1360000
4677,733000
4678,1450000
4679,840000
4680,690000
4681,1111900
4682,777070
4683,285000
4684,630000
4685,220000
4686,425000
4687,1245500
